Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Train AUC ROC,Val AUC ROC,Train PR,Val PR,Train F1,Val F1,Train Recall,Val Recall,Train Int AP,Val Int AP,Train AP,Val AP
172,0.3454,0.4123,0.8464,0.8239,0.9219,0.8977,0.8175,0.809,0.8531,0.828,0.892,0.8479,0.906,0.8665,0.906,0.8666
173,0.3446,0.4127,0.8488,0.822,0.922,0.8956,0.8202,0.7878,0.8553,0.832,0.8934,0.8814,0.906,0.8637,0.906,0.8637
174,0.344,0.4146,0.8478,0.8238,0.9229,0.8958,0.8182,0.7857,0.8546,0.8348,0.8943,0.8905,0.9072,0.8651,0.9072,0.8651
175,0.3448,0.4092,0.8481,0.8241,0.9223,0.8967,0.8185,0.803,0.8549,0.83,0.8946,0.8589,0.9074,0.865,0.9074,0.865
176,0.3441,0.4096,0.8478,0.8227,0.9227,0.8963,0.8189,0.7949,0.8544,0.8306,0.8931,0.8697,0.9072,0.8638,0.9072,0.8639
177,0.3438,0.4197,0.8473,0.8233,0.9229,0.895,0.8175,0.7831,0.8541,0.8351,0.894,0.8944,0.9081,0.8608,0.9081,0.8609
178,0.3451,0.4115,0.8472,0.8265,0.9221,0.896,0.8184,0.796,0.8538,0.835,0.8925,0.8781,0.907,0.8625,0.907,0.8625
179,0.3435,0.4135,0.8488,0.823,0.9234,0.8963,0.821,0.7905,0.8551,0.8324,0.8922,0.879,0.908,0.8642,0.908,0.8643
180,0.3438,0.4126,0.8489,0.8248,0.9229,0.8958,0.8202,0.8021,0.8554,0.8311,0.8937,0.8622,0.9079,0.8635,0.9079,0.8636
181,0.3421,0.4118,0.8498,0.8216,0.9234,0.8958,0.8208,0.7952,0.8563,0.8292,0.895,0.8662,0.9086,0.8646,0.9086,0.8646
182,0.3434,0.4136,0.8481,0.823,0.9229,0.8955,0.8193,0.7935,0.8547,0.8315,0.8932,0.8733,0.9085,0.8635,0.9085,0.8636
183,0.3426,0.4151,0.8496,0.8247,0.9233,0.8959,0.8208,0.7861,0.856,0.8357,0.8943,0.892,0.9083,0.864,0.9083,0.864
184,0.3411,0.4149,0.8486,0.8244,0.9241,0.8965,0.8205,0.7921,0.855,0.8337,0.8926,0.8799,0.9099,0.8661,0.9099,0.8662
185,0.3449,0.4167,0.8453,0.8228,0.9225,0.8952,0.8169,0.7983,0.8519,0.8298,0.89,0.8638,0.908,0.863,0.908,0.8631
186,0.3418,0.4094,0.8474,0.8248,0.924,0.8971,0.8187,0.7987,0.854,0.8321,0.8925,0.8684,0.9098,0.8653,0.9098,0.8653
187,0.3401,0.4117,0.8499,0.823,0.9248,0.8961,0.8219,0.7882,0.8561,0.8331,0.8932,0.8834,0.91,0.864,0.91,0.8641
188,0.3497,0.4171,0.8448,0.8268,0.9205,0.8962,0.8162,0.796,0.8516,0.8353,0.8901,0.8788,0.9055,0.8634,0.9055,0.8634
189,0.3377,0.4179,0.8514,0.8251,0.9258,0.8973,0.8225,0.7935,0.8578,0.834,0.8962,0.879,0.9117,0.8661,0.9117,0.8661
190,0.3378,0.4138,0.8517,0.8208,0.9257,0.8959,0.8233,0.7937,0.858,0.8287,0.8957,0.8669,0.9123,0.8644,0.9123,0.8644
191,0.336,0.4158,0.8508,0.8215,0.9266,0.8968,0.8229,0.796,0.857,0.8288,0.8939,0.8644,0.9137,0.8672,0.9137,0.8672
192,0.3406,0.4147,0.8492,0.8265,0.9244,0.8973,0.82,0.8048,0.8558,0.8325,0.8948,0.8622,0.9097,0.8653,0.9097,0.8654
193,0.3378,0.4171,0.8516,0.8208,0.9261,0.8953,0.8239,0.7887,0.8577,0.8302,0.8945,0.8764,0.9126,0.8644,0.9126,0.8645
194,0.3373,0.4186,0.8515,0.8227,0.9259,0.8953,0.8227,0.7864,0.8578,0.8332,0.896,0.886,0.9122,0.8634,0.9122,0.8635
195,0.3364,0.4162,0.8509,0.8247,0.9264,0.8958,0.8229,0.795,0.8571,0.8331,0.8942,0.875,0.9132,0.8654,0.9132,0.8654
196,0.3369,0.4195,0.8512,0.8235,0.9259,0.8962,0.8229,0.7893,0.8574,0.8333,0.895,0.8825,0.9116,0.8636,0.9116,0.8637
197,0.3379,0.4161,0.8495,0.8251,0.9253,0.8965,0.8201,0.798,0.8561,0.8327,0.8955,0.8706,0.9109,0.8649,0.911,0.865
198,0.3382,0.4215,0.8515,0.8231,0.926,0.8965,0.8247,0.807,0.8574,0.8277,0.8927,0.8495,0.9119,0.8669,0.9119,0.8669
199,0.3356,0.4168,0.8514,0.8242,0.927,0.8973,0.8236,0.8035,0.8575,0.83,0.8944,0.8583,0.9135,0.8667,0.9135,0.8668
200,0.3334,0.4187,0.8527,0.8254,0.9275,0.896,0.8249,0.8034,0.8587,0.8316,0.8954,0.8618,0.9146,0.8652,0.9146,0.8653
Epoch,Test Loss,Test Accuracy,Test AUC ROC,Test PR,Test F1,Test Recall,Test Int AP,Test AP
200,0.3947,0.8319,0.9036,0.8029,0.8396,0.8798,0.873,0.873
