Drug1_ID,Drug2_ID,Y,Neg samples
DB06737,DB00630,1,DB09030$t
DB08976,DB00630,1,DB01206$t
DB04552,DB00630,1,DB00379$h
DB00795,DB00630,1,DB00449$h
DB01097,DB00630,1,DB00860$t
DB06802,DB00630,1,DB00035$t
DB00945,DB00630,1,DB08916$t
DB09215,DB00630,1,DB00303$h
DB00768,DB00630,1,DB06804$t
DB09084,DB00630,1,DB06211$h
DB08797,DB00630,1,DB00198$h
DB13167,DB00630,1,DB00366$h
DB00712,DB00630,1,DB09117$t
DB00465,DB00630,1,DB11574$t
DB01628,DB00630,1,DB01320$h
DB01009,DB00630,1,DB00614$h
DB00936,DB00630,1,DB01215$t
DB00939,DB00630,1,DB00793$h
DB00244,DB00630,1,DB00354$t
DB00482,DB00630,1,DB00360$h
DB00337,DB00630,1,DB01415$h
DB00735,DB00630,1,DB00459$t
DB00608,DB00630,1,DB00480$h
DB06725,DB00630,1,DB06217$t
DB03615,DB00630,1,DB06203$t
DB00445,DB00630,1,DB00353$h
DB01082,DB00630,1,DB01261$h
DB00479,DB00630,1,DB00796$t
DB01177,DB00630,1,DB00856$t
DB06810,DB00630,1,DB01126$t
DB00919,DB00630,1,DB00854$h
DB00213,DB00630,1,DB00178$t
DB05351,DB00630,1,DB00188$h
DB00338,DB00630,1,DB00774$t
DB13783,DB00630,1,DB09274$h
DB13142,DB00630,1,DB04845$h
DB01600,DB00635,1,DB01587$h
DB00821,DB00635,1,DB00949$t
DB01377,DB00635,1,DB04841$t
DB00615,DB00635,1,DB00380$t
DB00252,DB00635,1,DB09230$t
DB01320,DB00635,1,DB01255$t
DB00794,DB00635,1,DB05271$t
DB01174,DB00635,1,DB00549$h
DB00312,DB00635,1,DB01627$h
DB00238,DB00635,1,DB06412$h
DB00673,DB00635,1,DB00218$t
DB00559,DB00635,1,DB00779$h
DB09280,DB00635,1,DB06690$t
DB01601,DB00635,1,DB11079$t
DB01118,DB00635,1,DB00968$h
DB00688,DB00635,1,DB01489$h
DB00972,DB00635,1,DB00724$t
DB09218,DB00635,1,DB01016$h
DB00814,DB00635,1,DB01303$t
DB05676,DB00635,1,DB01101$t
DB00573,DB00635,1,DB01095$h
DB04951,DB00635,1,DB09280$t
DB01283,DB00635,1,DB01656$h
DB00744,DB00635,1,DB01359$h
DB04743,DB00635,1,DB01613$t
DB00254,DB00635,1,DB01174$t
DB01399,DB00635,1,DB00419$t
DB01435,DB00635,1,DB09134$t
DB00784,DB00635,1,DB01878$h
DB01254,DB00635,1,DB06193$t
DB08991,DB00635,1,DB09290$h
DB01250,DB00635,1,DB00935$h
DB06737,DB00635,1,DB06711$t
DB08976,DB00635,1,DB01037$h
DB02709,DB00635,1,DB01178$t
DB06802,DB00635,1,DB00986$h
DB00179,DB00635,1,DB00035$h
DB09215,DB00635,1,DB00862$h
DB00210,DB00635,1,DB09041$t
DB08797,DB00635,1,DB09268$h
DB01050,DB00635,1,DB00782$t
DB13167,DB00635,1,DB11596$h
DB00586,DB00635,1,DB00257$t
DB12598,DB00635,1,DB00550$t
DB01014,DB00635,1,DB01210$h
DB00461,DB00635,1,DB00634$h
DB09288,DB00635,1,DB09242$t
DB09212,DB00635,1,DB00206$h
DB00939,DB00635,1,DB09053$h
DB08880,DB00635,1,DB00829$h
DB00244,DB00635,1,DB08967$t
DB00482,DB00635,1,DB04868$t
DB00605,DB00635,1,DB00333$t
DB00343,DB00635,1,DB00656$h
DB08439,DB00635,1,DB00242$t
DB03585,DB00635,1,DB01563$t
DB00735,DB00635,1,DB00805$t
DB00608,DB00635,1,DB00776$t
DB06725,DB00635,1,DB00207$t
DB00500,DB00635,1,DB00795$h
DB09070,DB00635,1,DB01019$h
DB00861,DB00635,1,DB00751$h
DB00991,DB00635,1,DB00470$h
DB00619,DB00635,1,DB11560$t
DB00263,DB00635,1,DB06794$h
DB01263,DB00635,1,DB00634$h
DB08865,DB00635,1,DB00235$t
DB09074,DB00635,1,DB00770$h
DB12332,DB00635,1,DB00752$h
DB00257,DB00635,1,DB00576$h
DB01211,DB00635,1,DB00793$t
DB04855,DB00635,1,DB00604$h
DB00289,DB00635,1,DB00350$t
DB01264,DB00635,1,DB08815$h
DB00188,DB00635,1,DB01071$h
DB00224,DB00635,1,DB00732$t
DB09054,DB00635,1,DB06414$t
DB00283,DB00635,1,DB00360$h
DB08899,DB00635,1,DB01615$t
DB08873,DB00635,1,DB00876$t
DB00255,DB00635,1,DB00559$t
DB01232,DB00635,1,DB01577$t
DB08933,DB00635,1,DB01414$t
DB04868,DB00635,1,DB01355$h
DB00320,DB00635,1,DB01078$t
DB00783,DB00635,1,DB01009$t
DB04575,DB00635,1,DB00654$h
DB00890,DB00635,1,DB00308$t
DB00696,DB00635,1,DB01094$h
DB01200,DB00635,1,DB12483$t
DB01253,DB00635,1,DB00561$h
DB08912,DB00635,1,DB06694$h
DB05039,DB00635,1,DB01064$t
DB09063,DB00635,1,DB00408$t
DB00864,DB00635,1,DB00540$h
DB01226,DB00635,1,DB00389$t
DB01186,DB00635,1,DB00788$h
DB13783,DB00635,1,DB01063$t
DB01229,DB00635,1,DB00620$h
DB08881,DB00635,1,DB09215$t
DB06772,DB00635,1,DB01005$h
DB06290,DB00635,1,DB01059$t
DB00589,DB00635,1,DB09321$h
DB00699,DB00635,1,DB00452$t
DB08820,DB00635,1,DB01250$t
DB02703,DB00635,1,DB00648$t
DB06717,DB00635,1,DB00976$t
DB01396,DB00635,1,DB00988$t
DB01092,DB00635,1,DB00927$t
DB09330,DB00635,1,DB00457$t
DB03754,DB00588,1,DB04846$t
DB01377,DB00588,1,DB00371$h
DB00375,DB00588,1,DB12924$t
DB00252,DB00588,1,DB00904$t
DB01154,DB00588,1,DB09183$t
DB00794,DB00588,1,DB01194$h
DB00312,DB00588,1,DB04570$t
DB00238,DB00588,1,DB09093$h
DB00673,DB00588,1,DB01288$t
DB00418,DB00588,1,DB00881$h
DB00559,DB00588,1,DB00955$h
DB00474,DB00588,1,DB01170$h
DB09280,DB00588,1,DB00291$t
DB01355,DB00588,1,DB05294$h
DB00599,DB00588,1,DB00388$h
DB01437,DB00588,1,DB00916$t
DB01118,DB00588,1,DB00251$h
DB00924,DB00588,1,DB13158$t
DB00688,DB00588,1,DB00319$h
DB00233,DB00588,1,DB01150$h
DB01024,DB00588,1,DB09256$t
DB00812,DB00588,1,DB06791$t
DB09218,DB00588,1,DB00701$h
DB00814,DB00588,1,DB00169$h
DB00573,DB00588,1,DB00863$h
DB01283,DB00588,1,DB00242$t
DB00744,DB00588,1,DB00222$t
DB04743,DB00588,1,DB09282$t
DB00963,DB00588,1,DB06766$t
DB00254,DB00588,1,DB01183$t
DB08991,DB00588,1,DB00354$h
DB06737,DB00588,1,DB09040$t
DB08976,DB00588,1,DB01116$h
DB02709,DB00588,1,DB00602$h
DB04552,DB00588,1,DB01081$h
DB07615,DB00588,1,DB08806$t
DB00328,DB00588,1,DB08943$h
DB00179,DB00588,1,DB05246$t
DB09215,DB00588,1,DB00640$t
DB09084,DB00588,1,DB01289$h
DB00661,DB00588,1,DB00596$t
DB00932,DB00588,1,DB09038$t
DB01050,DB00588,1,DB00186$h
DB13167,DB00588,1,DB01296$t
DB00712,DB00588,1,DB08895$h
DB00461,DB00588,1,DB06695$h
DB09288,DB00588,1,DB11636$t
DB01628,DB00588,1,DB01051$t
DB01009,DB00588,1,DB00246$h
DB09212,DB00588,1,DB01144$h
DB00554,DB00588,1,DB00680$h
DB00936,DB00588,1,DB01041$t
DB00939,DB00588,1,DB00438$t
DB00244,DB00588,1,DB00180$h
DB00605,DB00588,1,DB00303$t
DB00343,DB00588,1,DB00755$h
DB08439,DB00588,1,DB00186$h
DB08984,DB00588,1,DB00903$h
DB03585,DB00588,1,DB00499$t
DB00337,DB00588,1,DB01243$t
DB00735,DB00588,1,DB00338$h
DB11079,DB00588,1,DB09270$h
DB01017,DB00588,1,DB08799$t
DB06725,DB00588,1,DB00296$t
DB00500,DB00588,1,DB00907$t
DB09070,DB00588,1,DB01050$t
DB08981,DB00588,1,DB01126$t
DB00861,DB00588,1,DB04840$h
DB00540,DB00588,1,DB01012$t
DB00991,DB00588,1,DB00863$h
DB00227,DB00588,1,DB09210$h
DB00176,DB00588,1,DB01053$t
DB00458,DB00588,1,DB00719$t
DB00655,DB00588,1,DB01044$h
DB00193,DB00588,1,DB01559$t
DB00619,DB00588,1,DB00698$t
DB00230,DB00588,1,DB00525$t
DB00285,DB00588,1,DB01320$h
DB01580,DB00588,1,DB06176$t
DB00834,DB00588,1,DB00697$t
DB00203,DB00588,1,DB01197$t
DB00484,DB00588,1,DB09008$t
DB00196,DB00588,1,DB00911$h
DB00220,DB00588,1,DB09069$t
DB08865,DB00588,1,DB08908$t
DB00648,DB00588,1,DB00224$t
DB09074,DB00588,1,DB00993$h
DB12332,DB00588,1,DB01623$h
DB00257,DB00588,1,DB00854$t
DB00243,DB00588,1,DB02300$t
DB01026,DB00588,1,DB00423$t
DB01211,DB00588,1,DB00876$h
DB00502,DB00588,1,DB06274$h
DB05521,DB00588,1,DB06263$h
DB00188,DB00588,1,DB08971$t
DB00270,DB00588,1,DB06795$t
DB00224,DB00588,1,DB09084$t
DB00976,DB00588,1,DB01101$h
DB00273,DB00588,1,DB01612$h
DB08899,DB00588,1,DB01338$t
DB08873,DB00588,1,DB00686$t
DB00255,DB00588,1,DB00572$h
DB01232,DB00588,1,DB01005$h
DB00363,DB00588,1,DB04953$h
DB08933,DB00588,1,DB00576$t
DB00477,DB00588,1,DB00928$h
DB00320,DB00588,1,DB04844$t
DB04575,DB00588,1,DB01111$t
DB01357,DB00588,1,DB00881$h
DB00977,DB00588,1,DB00793$t
DB00890,DB00588,1,DB09290$t
DB06204,DB00588,1,DB00504$h
DB09068,DB00588,1,DB01157$h
DB08883,DB00588,1,DB08943$h
DB12532,DB00588,1,DB00755$t
DB00241,DB00588,1,DB00202$h
DB09017,DB00588,1,DB01102$t
DB00611,DB00588,1,DB06698$t
DB00470,DB00588,1,DB09570$h
DB00557,DB00588,1,DB00835$h
DB00450,DB00588,1,DB01396$t
DB01595,DB00588,1,DB00727$t
DB00486,DB00588,1,DB11156$t
DB00892,DB00588,1,DB00315$h
DB09085,DB00588,1,DB00542$t
DB01209,DB00588,1,DB09488$t
DB01452,DB00588,1,DB08931$h
DB00831,DB00588,1,DB06729$h
DB00933,DB00588,1,DB00240$h
DB00409,DB00588,1,DB01332$t
DB00408,DB00588,1,DB04938$t
DB00295,DB00588,1,DB01327$t
DB00807,DB00588,1,DB00485$h
DB00801,DB00588,1,DB00252$t
DB00802,DB00588,1,DB00303$t
DB00527,DB00588,1,DB01112$t
DB00423,DB00588,1,DB04948$t
DB00327,DB00588,1,DB11575$h
DB00850,DB00588,1,DB06206$h
DB00341,DB00588,1,DB00962$h
DB00434,DB00588,1,DB00404$h
DB00206,DB00588,1,DB03793$h
DB06216,DB00588,1,DB01084$t
DB00897,DB00588,1,DB00120$t
DB01215,DB00588,1,DB00218$h
DB00237,DB00588,1,DB00459$h
DB01353,DB00588,1,DB06730$t
DB00231,DB00588,1,DB00622$h
DB01544,DB00588,1,DB00888$h
DB09224,DB00588,1,DB08907$h
DB01224,DB00588,1,DB00267$t
DB00292,DB00588,1,DB01608$t
DB06738,DB00588,1,DB01590$t
DB00652,DB00588,1,DB06274$h
DB06288,DB00588,1,DB00489$t
DB01178,DB00588,1,DB00398$h
DB00875,DB00588,1,DB11575$h
DB01065,DB00588,1,DB08932$t
DB01100,DB00588,1,DB01035$h
DB00753,DB00588,1,DB00444$h
DB01227,DB00588,1,DB00609$t
DB01221,DB00588,1,DB01136$t
DB01567,DB00588,1,DB00846$h
DB09342,DB00588,1,DB00697$h
DB00679,DB00588,1,DB08871$t
DB00623,DB00588,1,DB09218$t
DB01198,DB00588,1,DB01082$t
DB00494,DB00588,1,DB09488$t
DB00907,DB00588,1,DB00944$h
DB00904,DB00588,1,DB09292$t
DB00996,DB00588,1,DB00293$h
DB00189,DB00588,1,DB00746$h
DB00181,DB00588,1,DB00928$h
DB00296,DB00588,1,DB01610$h
DB00818,DB00588,1,DB08971$h
DB13872,DB00588,1,DB01223$t
DB00842,DB00588,1,DB00821$h
DB09345,DB00588,1,DB01012$h
DB08815,DB00588,1,DB00374$h
DB01615,DB00588,1,DB01064$t
DB01587,DB00588,1,DB01184$t
DB01589,DB00588,1,DB00773$h
DB01433,DB00588,1,DB01418$t
DB13025,DB00588,1,DB01273$t
DB00844,DB00588,1,DB09296$h
DB00555,DB00588,1,DB00300$h
DB00455,DB00588,1,DB00976$t
DB00454,DB00588,1,DB06716$h
DB00323,DB00588,1,DB08903$h
DB00647,DB00588,1,DB00503$h
DB00497,DB00588,1,DB00351$t
DB01545,DB00588,1,DB11636$h
DB00228,DB00588,1,DB00354$t
DB00854,DB00588,1,DB09027$h
DB09009,DB00588,1,DB00233$t
DB00690,DB00588,1,DB01195$h
DB00829,DB00588,1,DB09054$h
DB01159,DB00588,1,DB00256$t
DB09118,DB00588,1,DB01433$t
DB00696,DB00588,1,DB00628$t
DB00353,DB00588,1,DB01329$h
DB00248,DB00588,1,DB01218$t
DB01253,DB00588,1,DB01328$h
DB08912,DB00588,1,DB12924$t
DB05039,DB00588,1,DB08930$h
DB01226,DB00588,1,DB01051$t
DB13783,DB00588,1,DB00565$h
DB06290,DB00588,1,DB09283$t
DB00589,DB00588,1,DB01018$h
DB00699,DB00588,1,DB08931$h
DB00247,DB00588,1,DB06410$t
DB08820,DB00588,1,DB04894$t
DB02703,DB00588,1,DB08981$t
DB09330,DB00588,1,DB09099$t
DB01609,DB00588,1,DB00485$h
DB00821,DB00288,1,DB01545$h
DB00732,DB00288,1,DB00327$t
DB03754,DB00288,1,DB00792$t
DB01377,DB00288,1,DB00962$h
DB00375,DB00288,1,DB08971$h
DB00615,DB00288,1,DB01252$h
DB00252,DB00288,1,DB01102$t
DB01045,DB00288,1,DB00900$t
DB00794,DB00288,1,DB06716$t
DB01174,DB00288,1,DB00627$h
DB00312,DB00288,1,DB01228$t
DB00238,DB00288,1,DB01097$t
DB00673,DB00288,1,DB00991$t
DB09280,DB00288,1,DB09224$h
DB01118,DB00288,1,DB08983$h
DB00688,DB00288,1,DB00624$t
DB00233,DB00288,1,DB00418$h
DB01024,DB00288,1,DB01206$t
DB00972,DB00288,1,DB08801$t
DB06736,DB00288,1,DB01463$t
DB06739,DB00288,1,DB06154$h
DB09218,DB00288,1,DB12026$h
DB00788,DB00288,1,DB09223$h
DB04951,DB00288,1,DB00301$h
DB00749,DB00288,1,DB06710$t
DB00744,DB00288,1,DB00800$h
DB04743,DB00288,1,DB00563$h
DB00963,DB00288,1,DB03619$t
DB01399,DB00288,1,DB00780$t
DB01435,DB00288,1,DB04946$t
DB00870,DB00288,1,DB01214$h
DB08991,DB00288,1,DB00152$h
DB01250,DB00288,1,DB09156$t
DB06737,DB00288,1,DB01084$t
DB08976,DB00288,1,DB00176$h
DB04552,DB00288,1,DB09292$t
DB09543,DB00288,1,DB08881$h
DB07615,DB00288,1,DB01029$h
DB00795,DB00288,1,DB01014$t
DB01097,DB00288,1,DB08881$t
DB06802,DB00288,1,DB01268$h
DB00469,DB00288,1,DB01384$h
DB00328,DB00288,1,DB01051$h
DB09215,DB00288,1,DB00879$t
DB00768,DB00288,1,DB08828$h
DB08797,DB00288,1,DB01597$h
DB13167,DB00288,1,DB01333$t
DB12598,DB00288,1,DB08947$h
DB00465,DB00288,1,DB01060$t
DB00461,DB00288,1,DB09082$t
DB09288,DB00288,1,DB00925$h
DB01628,DB00288,1,DB01233$t
DB01009,DB00288,1,DB01087$t
DB09212,DB00288,1,DB00334$t
DB00554,DB00288,1,DB09235$t
DB00939,DB00288,1,DB01044$t
DB08880,DB00288,1,DB06595$t
DB00244,DB00288,1,DB00890$t
DB00605,DB00288,1,DB00549$t
DB03585,DB00288,1,DB00302$t
DB00337,DB00288,1,DB08983$t
DB00735,DB00288,1,DB03796$h
DB11079,DB00288,1,DB09084$h
DB00608,DB00288,1,DB08871$t
DB06725,DB00288,1,DB00867$h
DB00861,DB00288,1,DB01238$h
DB00991,DB00288,1,DB03585$t
DB01149,DB00288,1,DB01610$t
DB00220,DB00288,1,DB09128$h
DB00582,DB00288,1,DB02703$h
DB01167,DB00288,1,DB08798$h
DB01026,DB00288,1,DB00801$t
DB01211,DB00288,1,DB00765$h
DB01264,DB00288,1,DB01296$h
DB00224,DB00288,1,DB00335$t
DB09054,DB00288,1,DB00723$h
DB08899,DB00288,1,DB09343$h
DB01232,DB00288,1,DB00999$h
DB04575,DB00288,1,DB01016$t
DB01357,DB00288,1,DB00694$h
DB00890,DB00288,1,DB00751$h
DB09118,DB00288,1,DB06282$h
DB01226,DB00288,1,DB01175$t
DB01600,DB00282,1,DB09069$t
DB00821,DB00282,1,DB00351$h
DB03754,DB00282,1,DB00809$t
DB00688,DB00282,1,DB01132$h
DB00972,DB00282,1,DB01436$t
DB00812,DB00282,1,DB08912$h
DB00788,DB00282,1,DB08931$t
DB05676,DB00282,1,DB08974$t
DB01283,DB00282,1,DB00146$t
DB00744,DB00282,1,DB00176$t
DB04743,DB00282,1,DB00691$h
DB01435,DB00282,1,DB00136$h
DB00870,DB00282,1,DB01620$t
DB08991,DB00282,1,DB01012$t
DB01250,DB00282,1,DB00771$t
DB06737,DB00282,1,DB01511$h
DB08976,DB00282,1,DB06290$h
DB07615,DB00282,1,DB01259$t
DB00795,DB00282,1,DB00827$h
DB01097,DB00282,1,DB00806$t
DB06802,DB00282,1,DB04839$t
DB00328,DB00282,1,DB08865$h
DB00945,DB00282,1,DB09167$h
DB09216,DB00282,1,DB00277$t
DB00768,DB00282,1,DB06594$h
DB09084,DB00282,1,DB00837$h
DB08797,DB00282,1,DB00246$h
DB01050,DB00282,1,DB01438$h
DB13167,DB00282,1,DB08954$h
DB00586,DB00282,1,DB06155$t
DB12598,DB00282,1,DB02300$t
DB01014,DB00282,1,DB08987$t
DB00712,DB00282,1,DB00256$h
DB00465,DB00282,1,DB09073$t
DB09288,DB00282,1,DB00278$h
DB00554,DB00282,1,DB00819$t
DB00936,DB00282,1,DB00488$h
DB00939,DB00282,1,DB00104$h
DB08880,DB00282,1,DB00302$t
DB00244,DB00282,1,DB00572$t
DB00482,DB00282,1,DB00484$t
DB00605,DB00282,1,DB02703$t
DB03585,DB00282,1,DB04896$h
DB00337,DB00282,1,DB00480$t
DB00608,DB00282,1,DB09143$h
DB06725,DB00282,1,DB00758$h
DB00500,DB00282,1,DB00470$t
DB08981,DB00282,1,DB09079$h
DB00861,DB00282,1,DB00671$t
DB00991,DB00282,1,DB00281$t
DB06263,DB00282,1,DB01433$t
DB03615,DB00282,1,DB00186$t
DB00445,DB00282,1,DB00459$h
DB01172,DB00282,1,DB04908$t
DB00479,DB00282,1,DB01168$h
DB06810,DB00282,1,DB05219$h
DB00798,DB00282,1,DB06441$h
DB06696,DB00282,1,DB11614$t
DB01421,DB00282,1,DB00428$h
DB00955,DB00282,1,DB00217$h
DB00452,DB00282,1,DB00235$t
DB00213,DB00282,1,DB08872$t
DB00448,DB00282,1,DB09009$h
DB00736,DB00282,1,DB00629$t
DB01129,DB00282,1,DB01296$t
DB00338,DB00282,1,DB06206$t
DB00531,DB00282,1,DB06654$h
DB01041,DB00282,1,DB06690$t
DB00390,DB00282,1,DB00492$h
DB13783,DB00282,1,DB06799$t
DB01248,DB00282,1,DB00553$h
DB06772,DB00282,1,DB01193$t
DB01396,DB00282,1,DB00170$h
DB00511,DB00282,1,DB00850$t
DB01600,DB01077,1,DB09220$t
DB00821,DB01077,1,DB00308$t
DB03754,DB01077,1,DB01085$t
DB01377,DB01077,1,DB00390$h
DB00688,DB01077,1,DB00503$t
DB01024,DB01077,1,DB11156$h
DB00972,DB01077,1,DB08873$h
DB06736,DB01077,1,DB00322$h
DB00812,DB01077,1,DB00346$h
DB00788,DB01077,1,DB04946$t
DB00814,DB01077,1,DB01107$h
DB05676,DB01077,1,DB00492$h
DB00573,DB01077,1,DB00708$t
DB00749,DB01077,1,DB00253$h
DB01250,DB01077,1,DB08801$t
DB06737,DB01077,1,DB00606$h
DB02709,DB01077,1,DB00482$t
DB01097,DB01077,1,DB00451$h
DB06802,DB01077,1,DB01229$t
DB00328,DB01077,1,DB00305$h
DB00179,DB01077,1,DB01099$h
DB00945,DB01077,1,DB06718$t
DB09216,DB01077,1,DB00908$t
DB00768,DB01077,1,DB01431$t
DB09084,DB01077,1,DB00360$h
DB08797,DB01077,1,DB01427$t
DB13167,DB01077,1,DB00237$h
DB00586,DB01077,1,DB01084$h
DB12598,DB01077,1,DB11235$h
DB01014,DB01077,1,DB01227$h
DB00712,DB01077,1,DB00986$h
DB00465,DB01077,1,DB01192$t
DB01628,DB01077,1,DB00595$h
DB01009,DB01077,1,DB01196$h
DB09212,DB01077,1,DB01212$t
DB00554,DB01077,1,DB00855$t
DB00936,DB01077,1,DB00765$h
DB00939,DB01077,1,DB08983$t
DB00244,DB01077,1,DB00376$t
DB00482,DB01077,1,DB03756$t
DB00337,DB01077,1,DB00202$h
DB00608,DB01077,1,DB00252$h
DB06725,DB01077,1,DB00549$t
DB00500,DB01077,1,DB00939$t
DB00861,DB01077,1,DB00989$t
DB00991,DB01077,1,DB00629$h
DB00997,DB01077,1,DB00664$t
DB00385,DB01077,1,DB01264$h
DB01172,DB01077,1,DB01085$t
DB01082,DB01077,1,DB09285$t
DB00479,DB01077,1,DB01622$t
DB01177,DB01077,1,DB00987$h
DB06810,DB01077,1,DB01149$t
DB00798,DB01077,1,DB00758$h
DB01578,DB01077,1,DB00835$t
DB00684,DB01077,1,DB00186$h
DB00452,DB01077,1,DB11079$h
DB00919,DB01077,1,DB01463$h
DB00213,DB01077,1,DB01600$t
DB05351,DB01077,1,DB08909$h
DB01129,DB01077,1,DB09210$h
DB00338,DB01077,1,DB01035$t
DB13142,DB01077,1,DB01614$h
DB00496,DB01628,1,DB00228$t
DB00908,DB01628,1,DB09352$h
DB00615,DB01628,1,DB01208$h
DB00252,DB01628,1,DB11254$h
DB01045,DB01628,1,DB00822$t
DB00564,DB01628,1,DB00652$h
DB00794,DB01628,1,DB00228$t
DB01174,DB01628,1,DB09090$h
DB00312,DB01628,1,DB00226$h
DB00238,DB01628,1,DB01218$h
DB00673,DB01628,1,DB01601$t
DB00418,DB01628,1,DB00485$t
DB00559,DB01628,1,DB01054$h
DB01118,DB01628,1,DB00948$h
DB01024,DB01628,1,DB00708$t
DB00812,DB01628,1,DB00839$t
DB01283,DB01628,1,DB01036$t
DB00744,DB01628,1,DB01050$t
DB00254,DB01628,1,DB09289$t
DB01399,DB01628,1,DB09236$t
DB00870,DB01628,1,DB11235$t
DB00784,DB01628,1,DB00430$t
DB01254,DB01628,1,DB00658$t
DB01097,DB01628,1,DB04844$t
DB09167,DB01628,1,DB00189$h
DB00328,DB01628,1,DB00523$h
DB00179,DB01628,1,DB01578$t
DB00945,DB01628,1,DB11079$h
DB00768,DB01628,1,DB01182$t
DB00210,DB01628,1,DB01110$h
DB01050,DB01628,1,DB01598$h
DB00586,DB01628,1,DB06769$t
DB00712,DB01628,1,DB00851$h
DB08816,DB01628,1,DB01094$h
DB00208,DB01628,1,DB01022$h
DB01009,DB01628,1,DB00723$t
DB00554,DB01628,1,DB00486$h
DB00482,DB01628,1,DB00298$h
DB01175,DB01628,1,DB00115$h
DB00343,DB01628,1,DB00985$h
DB00337,DB01628,1,DB09041$t
DB00735,DB01628,1,DB08819$h
DB00476,DB01628,1,DB00963$t
DB00472,DB01628,1,DB08916$h
DB00991,DB01628,1,DB06774$t
DB00468,DB01628,1,DB00882$h
DB00227,DB01628,1,DB01423$h
DB00176,DB01628,1,DB01100$h
DB01151,DB01628,1,DB08934$t
DB01242,DB01628,1,DB00443$h
DB00324,DB01628,1,DB00890$h
DB01149,DB01628,1,DB00513$t
DB01124,DB01628,1,DB00341$h
DB01241,DB01628,1,DB01133$h
DB00619,DB01628,1,DB00500$t
DB00263,DB01628,1,DB00557$h
DB08918,DB01628,1,DB00762$t
DB06700,DB01628,1,DB00433$t
DB04896,DB01628,1,DB09543$t
DB00285,DB01628,1,DB09272$t
DB00195,DB01628,1,DB08815$t
DB00834,DB01628,1,DB00960$h
DB01263,DB01628,1,DB00216$h
DB00196,DB01628,1,DB08992$t
DB00220,DB01628,1,DB06689$h
DB00648,DB01628,1,DB01324$h
DB00582,DB01628,1,DB05990$h
DB09074,DB01628,1,DB11254$h
DB01211,DB01628,1,DB00967$h
DB00246,DB01628,1,DB01297$h
DB04855,DB01628,1,DB06791$t
DB00224,DB01628,1,DB01169$h
DB06636,DB01628,1,DB01141$h
DB01156,DB01628,1,DB09245$t
DB00268,DB01628,1,DB01578$t
DB09291,DB01628,1,DB09097$t
DB00349,DB01628,1,DB01708$h
DB00622,DB01628,1,DB00344$h
DB01232,DB01628,1,DB00190$t
DB00363,DB01628,1,DB06204$t
DB04868,DB01628,1,DB00882$h
DB00477,DB01628,1,DB09000$h
DB00320,DB01628,1,DB00839$h
DB00338,DB01628,1,DB00501$t
DB00169,DB01628,1,DB00652$h
DB09238,DB01628,1,DB00818$h
DB09120,DB01628,1,DB06819$t
DB01075,DB01628,1,DB00504$t
DB00857,DB01628,1,DB08801$h
DB00207,DB01628,1,DB01544$h
DB00313,DB01628,1,DB00758$t
DB00281,DB01628,1,DB00634$h
DB09118,DB01628,1,DB01256$h
DB00696,DB01628,1,DB08814$h
DB00353,DB01628,1,DB00380$t
DB01200,DB01628,1,DB11989$t
DB08912,DB01628,1,DB00561$t
DB00440,DB01628,1,DB08954$t
DB09063,DB01628,1,DB09273$h
DB01186,DB01628,1,DB01212$h
DB09292,DB01628,1,DB11989$h
DB00275,DB01628,1,DB11921$t
DB00876,DB01628,1,DB01553$h
DB09477,DB01628,1,DB01463$t
DB09279,DB01628,1,DB09031$h
DB00492,DB01628,1,DB00405$t
DB00519,DB01628,1,DB01236$t
DB01029,DB01628,1,DB03128$t
DB00678,DB01628,1,DB01039$h
DB00790,DB01628,1,DB00423$h
DB00178,DB01628,1,DB00217$h
DB00542,DB01628,1,DB00477$t
DB00881,DB01628,1,DB01216$h
DB08881,DB01628,1,DB09273$h
DB00205,DB01628,1,DB09345$h
DB00544,DB01628,1,DB00395$h
DB00322,DB01628,1,DB00602$h
DB06290,DB01628,1,DB00887$t
DB00549,DB01628,1,DB00266$h
DB00201,DB01628,1,DB00881$t
DB01348,DB01628,1,DB00577$h
DB00277,DB01628,1,DB06153$h
DB01349,DB01628,1,DB06237$t
DB09214,DB01628,1,DB09068$t
DB00699,DB01628,1,DB11106$t
DB00247,DB01628,1,DB00808$h
DB09285,DB01628,1,DB09083$t
DB09048,DB01628,1,DB01183$t
DB06717,DB01628,1,DB00371$h
DB04839,DB01628,1,DB00846$h
DB09330,DB01628,1,DB01274$t
DB01609,DB01628,1,DB00709$h
DB01600,DB00873,1,DB00908$h
DB00732,DB00873,1,DB09049$h
DB01377,DB00873,1,DB00830$h
DB00615,DB00873,1,DB01186$t
DB00252,DB00873,1,DB00477$t
DB00312,DB00873,1,DB08895$t
DB00238,DB00873,1,DB01084$t
DB00673,DB00873,1,DB00627$h
DB01601,DB00873,1,DB00190$t
DB01118,DB00873,1,DB00238$t
DB00972,DB00873,1,DB08922$h
DB06736,DB00873,1,DB00338$h
DB00812,DB00873,1,DB00770$h
DB09218,DB00873,1,DB09297$t
DB00814,DB00873,1,DB01598$h
DB05676,DB00873,1,DB00475$t
DB00573,DB00873,1,DB06264$t
DB00749,DB00873,1,DB01066$h
DB00744,DB00873,1,DB08804$h
DB00963,DB00873,1,DB08922$h
DB01399,DB00873,1,DB00438$t
DB08991,DB00873,1,DB00165$t
