0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
DB03796,"[-7.234845521578805, -0.2136781145754613, -0.17006438219109926]","[-5.9524805008639925, 0.4711531992561128, -0.6031634314119808]","[-5.506847933526941, -0.04571543685440259, -1.962630756775389]","[-4.932575927400601, -1.454802966924642, -1.8722166518107273]","[-3.5001711151259896, -1.432850642308541, -1.3640658164387522]","[-3.473925283863223, -1.431347756251753, 0.1546444487143092]","[-2.047156088035171, -1.3012624176978334, 0.6621819412521902]","[-1.6276984849379021, 0.16074542139778084, 0.758694132282116]","[-1.2541785760778696, 0.7338939448691598, -0.6030051076157597]","[0.06423780531731182, 0.16472833259235586, -1.112930105611906]","[1.252472518473725, 0.865366569133658, -0.4735228041242236]","[1.5806738088921553, 0.24092849614703873, 0.8725727313272704]","[2.7637618048133077, 0.946800875298634, 1.509748687301122]","[4.055282953859974, 0.5325101404216949, 0.8304688265785227]","[5.219835765354147, 1.2554455794116162, 1.4762729123549856]","[6.49054547943706, 0.8571274227941706, 0.8134356869609173]","[7.161322212948713, -0.2859563667496168, 1.2272470582874575]","[6.941747082313861, 1.5381295776812567, -0.14366736907909974]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB12026,"[0.5140046750701163, -4.855515521270964, 0.41115283289726984]","[0.816097136593991, -3.620430832481328, -0.4195725690315194]","[-0.012778585025622298, -2.431844961275765, 0.07176396569388628]","[-1.438086546977132, -2.5821600227408337, -0.4277418366950099]","[-1.4840160803151476, -1.7523614925426896, -1.7028501640785845]","[-0.473789594247738, -0.7181487225379245, -1.5567292337433845]","[0.44461784227448703, -1.0662412436627888, -0.4749650709646317]","[1.8903763876411654, -1.0308826342280777, -0.8783619761683384]","[2.2424480395089206, -1.3684889709417731, -2.039831263849142]","[2.8671628866051098, -0.7165275595488709, 0.11655461545369938]","[4.28474459038263, -0.5371186823188451, -0.15918085069450075]","[4.982052095487509, -1.712612868390015, -0.8111282592069496]","[5.174625884066848, -1.4510799186561694, 0.6794070880776505]","[6.576564395104652, -0.9051634707175775, 0.914983238224968]","[6.617582062902435, -0.26026724994222683, 2.1363112958691413]","[7.485414166625705, -1.9467951253409579, 0.9218018889340738]","[4.750854310017488, 0.8508330860335854, -0.47867786411989505]","[5.074242036615912, 1.1555490050131176, -1.6576326410053916]","[4.79618213573643, 1.8251068971661502, 0.5651212283025818]","[5.517640060887443, 3.387194356651745, 0.370080975940829]","[5.638173061991544, 4.0324081332976, 1.7228292521544613]","[6.895085255847121, 3.231496404573568, -0.212155778010419]","[4.515286166099674, 4.401466291145998, -0.7026993112524687]","[4.71419773224279, 4.342864248827463, -2.2031882428420846]","[4.108093446819082, 5.7466499689228625, -0.15281172659358322]","[3.092938041605993, 4.613937690397394, -0.24403854332388836]","[-0.8221156836466617, 0.6327683798238115, -1.941104063455064]","[-1.9887776524083383, 0.8629728695700801, -2.361937441096658]","[0.13821422416275428, 1.8060229159703836, -1.9365535332822317]","[1.0682467567128606, 1.8015014696318714, -0.8134518024375025]","[0.650522252155905, 2.0347571027668643, 0.5310355833513434]","[-0.5588853801249907, 2.2851717035289565, 0.7868924874226819]","[1.5912901780943214, 1.9604804099476678, 1.5571185747184955]","[1.2070620867494997, 1.9919119209974538, 2.922302045730611]","[2.3310857741003117, 1.4651825148542463, 3.7835292652069508]","[1.1593419658275856, 0.5711630409613556, 3.441769830860386]","[0.19554873789515412, 0.5007822666052023, 4.611215641686454]","[-1.0834678342990558, -0.1902226871553069, 4.170833974485066]","[-2.050746861008407, 0.8165241799998395, 3.568624306227895]","[-2.7573044854799753, 0.23673199154805954, 2.348340350818221]","[-3.8234946757523978, -0.8059452144265189, 2.6966593251759976]","[-3.255837059693673, -1.8663724442209229, 3.381958269156712]","[-4.783397948387998, -0.2184426961565684, 3.505056733650339]","[-4.461931021978108, -1.3346659568953638, 1.4371684737000519]","[-3.69421324811793, -1.9510268467274825, 0.42671753355478703]","[-2.302736785018766, -2.0234937199615275, 0.55570446418239]","[-4.317122673587695, -2.456676422540045, -0.6740128801770809]","[-5.662879487054889, -2.3733103666859123, -0.8217163437481451]","[-6.285054656191626, -2.887592348927219, -1.9614820826071264]","[-7.673852978207605, -2.790117426123546, -2.1092503291548406]","[-8.267117278973798, -3.310767488306132, -3.261603118319484]","[-9.669076924113973, -3.2605540767942176, -3.492944767503001]","[-8.437059248367436, -2.1735901456146096, -1.101400265893424]","[-7.817632361333007, -1.6586308468735882, 0.04190068795189983]","[-6.4317900786401365, -1.7553656993674587, 0.18291518577155935]","[-5.813933958004644, -1.2587227316567262, 1.2845218290113403]","[0.8308394975943594, 2.0916265209133242, -3.2854553854469817]","[1.6362472249209687, 3.3720862266652607, -3.189993011406617]","[1.7612616718397516, 0.9683459127285956, -3.690625890602107]","[-0.20094369322002723, 2.2856008864868924, -4.381174697499843]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09462,"[1.9934442206003364, -0.7643165082130753, 0.10578433364828323]","[1.1518440154115364, 0.29000128069114883, 0.4616897938619452]","[0.024123675459797322, 0.4192003845015834, -0.549324702715769]","[-0.6662661112735305, 1.612460597051441, -0.33520445326008913]","[-0.9353094462550898, -0.7617479705354329, -0.4639057991302724]","[-1.5678363539428337, -0.7955977834956048, 0.7809608275959729]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00862,"[-7.050603967402464, -1.5962890617787115, -0.27652181332311776]","[-5.710148433034223, -2.1004578857152336, 0.22436344477307238]","[-4.919889080309724, -2.7351139321451066, -0.9088797936055023]","[-4.360637055037149, -1.6906837931007974, -1.8190713104312806]","[-4.904141330172498, -1.3684777258175778, -3.0192354371067216]","[-4.1164034685551725, -0.36666002719467444, -3.4865725449033844]","[-4.330755006175557, 0.31847891719469607, -4.79102214738414]","[-3.1246836737566177, -0.10056159193898905, -2.5640711032420644]","[-3.2919389107594474, -0.9281647652535512, -1.5360192921731899]","[-2.5108660432016965, -0.9326861406657859, -0.45939664824784643]","[-1.4734391429958562, -0.04509487297369967, -0.39458577412864865]","[-1.27000061403403, 0.8198881458301421, -1.4407388780818275]","[-2.0801118481390737, 0.8152613682115634, -2.5370573534251504]","[-1.8792773323541234, 1.6187369610656996, -3.485285560497463]","[-0.5695192457539524, -0.008416772930841126, 0.782457704216131]","[-0.7666112698080525, -0.8190862364373535, 1.9275899929730045]","[-1.8570973518349667, -1.697700188494057, 1.9967594399704003]","[-2.084414939763101, -2.5863117226374808, 3.085398878456808]","[-1.1829726373290363, -3.8003461836747676, 2.9647641032025223]","[0.1374435640103842, -0.7281576790247227, 3.00011663490321]","[1.221227294199319, 0.1478092860850229, 2.9488142870870413]","[1.4167155371478721, 0.949227227908195, 1.824294705664868]","[0.5264818248829496, 0.868354028238814, 0.7523915476426346]","[2.780439666102755, 2.0511406418417164, 1.7418652354809854]","[2.2631666492439315, 3.460388638938553, 1.6601616744297245]","[3.6232662611563597, 1.9098953292241383, 2.9806626037880615]","[3.73229057600418, 1.6928258818867572, 0.3361106273547004]","[4.273041647546847, 0.3464800645753437, 0.49711361145347327]","[5.14467147127713, -0.008671604082520247, -0.7113919726868339]","[6.241015886502058, 0.9532007787344641, -0.9028362206256999]","[7.2322714156491195, 0.7950222361709448, 0.15716900550171203]","[8.295882899022303, -0.1966850484329759, -0.2739074161343363]","[5.742272959292436, 2.3356343069750087, -0.9030478579022541]","[4.853323698376702, 2.6272214194179315, 0.31035346677708536]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00820,"[1.5295232179554135, 1.7136130542442645, 0.42422996517076506]","[2.0638675968065314, 0.2835413201804126, 0.6216731890806726]","[1.8357270281123592, -0.49566663786187587, -0.6194805720368275]","[0.7363332280112108, -0.3204866490452488, -1.4207020111982087]","[0.6869120465990767, -1.2240198730620213, -2.4294568654851694]","[1.7948852130343331, -1.9721893658672254, -2.2405294631419883]","[2.203058835148051, -3.0597310536713924, -3.009833322272802]","[3.378990845579794, -3.7297083477766666, -2.624354206862996]","[4.108754874747024, -3.308974108623853, -1.490671121088038]","[3.6749679310878034, -2.2107146441827257, -0.7268205687564443]","[2.512256434056351, -1.5653625661632864, -1.1397444823196348]","[-0.3207605512792648, 0.6876048576196457, -1.1023993115654265]","[0.19427651787423686, 1.7678131886854667, -0.22966840659322404]","[-0.5640416984401752, 2.991052812636611, -0.1453293900345813]","[-1.615052628765183, 3.143070850033618, -0.8238225775682153]","[-0.09592432172694756, 4.115879636023308, 0.7233132137990026]","[0.6508523079107714, 3.607472718025643, 1.867243419831253]","[0.6352667245176896, 4.377680971652132, 3.0996707244275057]","[1.5311222543273872, 2.484951042182849, 1.7175115720689862]","[2.3363151598084024, 2.182856647324379, 2.641208335513113]","[-1.5066188517567467, 0.016524989692977936, -0.47523926468240807]","[-1.4384716764054046, -0.4950879920414848, 0.8389007529300118]","[-2.5746714092167435, -1.1148077494639357, 1.350316509971277]","[-3.716673758565069, -1.2365345605387907, 0.6271796353938646]","[-4.670899384280767, -1.8891762598000497, 1.3817611618429897]","[-4.0934542656412125, -2.1972248460058417, 2.658490910035535]","[-2.7548411153947403, -1.685156273832659, 2.59443685789664]","[-3.824810082339501, -0.750388932685282, -0.6728870194562926]","[-2.696890471763109, -0.11683222767732554, -1.2249325551227992]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB06237,"[-7.117849489710859, 0.1729221464484237, -0.6252566676732805]","[-6.234926563916688, -0.8276244553851143, -1.1140291271871843]","[-5.0172889978611614, -1.1314262782234055, -0.49506511604530196]","[-4.195385124817609, -2.1327087205624875, -1.0375011357297452]","[-4.675102548304412, -3.006709585795778, -2.4810370704480604]","[-2.9752857514989475, -2.4446980914321106, -0.43004370246166634]","[-2.566371404061606, -1.7636448233917177, 0.7207503760993836]","[-1.2570975784488838, -2.084930475454182, 1.35980966669362]","[-0.15350334514665823, -1.6303313530266281, 0.5229980020935728]","[0.18620980245820837, -0.24952837369715694, 0.3511160711888876]","[1.2375243654731147, 0.13895681675332802, -0.5059583448317684]","[1.5032085888371993, 1.5071868495495568, -0.6239405768109745]","[0.7697179919302265, 2.41709642041973, 0.06494645319267082]","[-0.23710789431723628, 2.0256308725227843, 0.8884502291284132]","[-0.5167537834377498, 0.7028159598919128, 1.02199230804198]","[-1.0131762788805756, 2.9993055594154, 1.6000404777776795]","[-2.271523320858224, 2.6659021732710437, 2.238573136243605]","[-2.8667653349283686, 3.9859790688724326, 2.6876699426205763]","[-2.0810834089445054, 5.071292200230491, 1.9646246847865954]","[-0.7787277686131899, 4.431246843497057, 1.5214769447214163]","[0.32282505277146395, 4.840217278220422, 2.4897838610474152]","[1.5714472310727987, 4.481148130324432, 1.9836179521782928]","[2.0611652513128935, -0.8211883196791151, -1.2788926272304741]","[1.8421339317761447, -2.061058276706405, -1.2095726247065355]","[3.1149637176057325, -0.33549166588808466, -2.1183089574711818]","[4.001060948923814, -1.2165435851748985, -2.866234741910408]","[4.993268904253944, -1.8480532957092097, -1.9509646346077223]","[6.0571299545679285, -1.1306134258261193, -1.50154513523229]","[6.960203767874526, -1.6835043771833451, -0.6501670621078458]","[6.79992068169336, -3.0009810500777796, -0.22323679547029943]","[5.699837875400161, -3.71871648154955, -0.6904938981097731]","[4.817684126666137, -3.1322671539545475, -1.5412786317644733]","[-3.380524852219703, -0.7674835282646186, 1.2658376471267982]","[-4.599828746660852, -0.4521970024333662, 0.6618390968594061]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB06267,"[-1.1090027244331977, -5.202456808111272, 5.103920049943198]","[-1.354052618380113, -3.977510997682694, 4.2491792582368655]","[-1.082983190835999, -4.313657541830452, 2.794991473137016]","[-1.294616294621104, -3.1659052574775455, 1.9797335306954469]","[-0.3725499732384626, -2.115966973585538, 1.8657377389125878]","[-0.6760001138682997, -0.9748599886083598, 1.0822922293704689]","[0.2721852142014729, 0.056686890907200846, 0.992082861392774]","[1.498579731759959, -0.028393334674482476, 1.6529242582228003]","[1.7946256715538083, -1.153956439614656, 2.4211096726400676]","[0.8663597022404547, -2.189074398476981, 2.526174596189544]","[2.659030799624555, 1.2810700906948167, 1.5100662209928426]","[4.002868909957444, 0.8321040257071504, 2.0147245953367663]","[2.1903697777026103, 2.447146641006995, 2.333514694517064]","[2.8052784391446353, 1.7697011168320442, -0.14457652679078722]","[3.2619497627016107, 0.6186426358986703, -0.9067855157412905]","[3.8376263349705444, 1.0693674797822732, -2.2443819665005695]","[5.269394699403178, 1.6013686879633346, -2.1343426453335153]","[6.220608009957243, 0.5457416776982584, -1.5967803535083473]","[6.755445555165814, 1.1158172923627931, -0.31044362224903]","[6.49767012046447, 2.5986155359887735, -0.42023702173007005]","[5.333024204066249, 2.7799558838690173, -1.2741219902560377]","[5.611428758289206, 3.920111967668356, -2.129758821339931]","[-1.956443071730421, -0.8179843119593899, 0.3458842626147258]","[-2.911503566570649, -1.8081909023462044, 0.3712376286130035]","[-4.092990955118832, -1.6885230767456942, -0.30269698462538025]","[-4.947335281048769, -2.6123610850931787, -0.265530471869594]","[-4.308345246060128, -0.5205608147131308, -1.024112153893078]","[-3.359120775715896, 0.44381615976258715, -1.0376658024209255]","[-2.1854145388009925, 0.3268701118649048, -0.3743890173274822]","[-3.850229444912144, 1.4521520922706397, -1.8335782589323548]","[-3.1556260899450033, 2.7192192088015568, -2.208061639680839]","[-2.2228563422288663, 2.4979992071247765, -3.3884731550551717]","[-3.013195154451249, 2.3972250449443413, -4.680054965774359]","[-5.071327019911715, 1.0769101256495546, -2.2908776676427913]","[-5.344004689847984, -0.1241145960294041, -1.7868905018275272]","[-6.568848599482261, -0.857005349848857, -2.058602168228052]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09282,"[4.853600235479584, 1.4900783401885507, 1.9616537282285325]","[4.938056094892965, 0.3418689466610404, 0.9785801395576934]","[3.6346719268296264, 0.01411547188736384, 0.5220621631163881]","[3.4103827373091296, -1.0131459748276284, -0.39722373305225406]","[4.375409938028323, -1.6847825884005263, -0.8510283112401464]","[2.0843810072829316, -1.3164671959241672, -0.835507974783378]","[0.9191246435040418, -0.6212957940009906, -0.3879157193644196]","[-0.3743138634014609, -0.884990072493656, -0.7881149933383791]","[-1.1096841368525925, 0.015546052452695453, -0.10338053324772602]","[-0.31686277333988194, 0.7651945360118056, 0.647358005136419]","[0.9086042186711826, 0.3721307725785322, 0.4700061668576475]","[-2.5070289697805404, 0.16788222463867622, -0.1722996372351526]","[-3.179253313383359, 1.1243596282727593, 0.7081943196473471]","[-4.472072917937991, 1.605151587340598, 0.04940767819255602]","[-5.254151701322138, 0.5005982020986874, -0.32956194179324966]","[-4.594443175734398, -0.09431561238407044, -1.4186661775439777]","[-3.3164199502454754, -0.7819285240999664, -0.9388003317193102]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00747,"[-3.2394644359434754, 1.8757856196895273, -3.162729366802217]","[-3.574914227689055, 1.3090952035302779, -1.8549457696008103]","[-3.3768240916506183, -0.1362691367365139, -1.7507899314270752]","[-1.9708826384498646, -0.5557721134447094, -2.234622513625916]","[-0.8801066971250179, 0.5121838190904892, -1.9835145291083522]","[-1.2468046427486816, 1.7050456858009904, -1.06924094222662]","[-2.754965691844338, 1.8051296241663688, -0.750047369121309]","[-3.022926169620879, 0.8362948272558026, 0.40461988564433754]","[-4.364463041195708, 0.39860490303091595, 0.4022813892243758]","[-3.4297862295798818, -0.4334686622859588, -0.24990646243584563]","[0.3736354116474241, -0.06920953600696346, -1.6324632857297752]","[0.603444069430385, -0.760990449300536, -0.4385569894305595]","[-0.3189354890188015, -0.9151680456120475, 0.4084999135765574]","[1.9737386112961843, -1.2938738559280085, -0.16460694920981606]","[1.9314103473708544, -2.7760077090735464, 0.1880208216793495]","[3.2188418930929825, -3.312486611635346, 0.1523105777581714]","[2.6790309262340792, -0.4794852986706081, 0.879415191294634]","[3.7678979724433677, 0.3146213381309166, 0.5024484937814899]","[4.435245192343062, 1.0916147280471742, 1.4541467335412075]","[4.014301289687003, 1.0794232813874336, 2.7871339803785777]","[2.9251698086777274, 0.2910648226799493, 3.1694115711186455]","[2.2573578326458152, -0.4861324341154096, 2.2186780858631807]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB03754,"[0.6701259731828509, 0.47469366282244213, 1.4985035291680886]","[0.1323930162595792, -0.05257994868114853, 0.2541866254926209]","[-0.9552518544061923, -1.0721040735116243, 0.5864214386224146]","[-1.5167608481749748, -1.6088026235747395, -0.5756030420619421]","[1.2506143260406406, -0.7461554000552976, -0.5199436184678894]","[2.2992416385943546, 0.13814310197198496, -0.7863479040715373]","[-0.4422619186153042, 1.0927033578067324, -0.5807859179560246]","[-1.4381003328809494, 1.774101923221643, 0.12356888927426629]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09104,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB06724,"[0.0, 0.0, 0.0]","[-0.6533245838373073, 1.2064279946822305, 0.016195194005711736]","[0.03250071631072311, -0.00024747492689006635, 0.0011573110159942464]","[-0.668792725324241, -1.1963605479268182, -0.06325868020467272]","[1.2896165928508272, -0.009819971828528843, 0.04590617518297034]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB06723,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB13595,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.669697295524261, -0.3134909035732812, -0.24098436675418647]","[-5.120420515054674e-07, 5.665377873011511e-07, -2.7180519551901265e-07]","[-0.3682370381925152, 1.585874817531204, -0.5418936624170314]","[-0.9293561175750314, -1.137643197349802, -0.8867398594583843]","[-0.37210362771466615, -0.13474128314590958, 1.6696181604347862]","[1.6645898239744155, -0.3635208300837764, -0.20307453951615287]","[7.605285583430689e-07, 2.4038518007151783e-07, 1.044562127297752e-07]","[-0.2876624108649578, 1.6317193211465206, -0.44607736144253435]","[-0.9375483729666187, -1.038349021366177, -0.9935155430356825]","[-0.43937980067140225, -0.22984971008173902, 1.6426673395381661]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09281,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[-4.311320471627595, 0.4919176384082625, -0.5613927809782223]","[-2.665959147669737, -0.024876893820148745, -0.3557779921843324]","[-2.067369587290627, -1.1273530102087186, -1.3027023422854689]","[-1.685474379208664, 0.6849051527302937, 0.893311437371439]","[-0.035688833351127526, 0.18461487474672206, 1.1187540378585372]","[0.008434036806348738, -1.4871604780573437, 1.5065375614152143]","[0.6601432775196886, 1.086282295211103, 2.4024650659270406]","[0.8595841812295711, 0.4689061431151652, -0.3448105536589517]","[2.5449774228008875, 0.05506822819211635, -0.4480099241717696]","[3.357284857544804, -0.6508386254339038, 0.916208986566359]","[3.335388643246555, 0.3185346751164424, -1.7798074566200903]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01377,"[0.8947361698414079, 0.0, 0.0]","[-0.8947361698414079, 0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB08938,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[-0.8924460539623399, 1.3821237388985668, -0.190268102649992]","[0.040012522661004975, -0.00048189339985758314, 0.008606414722302703]","[-0.9233190012284279, -1.3602549976885019, -0.20029031566345815]","[1.1458195574843622, -0.009214962515106706, -1.008158552247113]","[0.6299329750454059, -0.012171885295104302, 1.3901105558382605]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00635,"[-1.097225603852423, 1.1861785860411573, 0.07541233552968499]","[-1.9257006772688687, 2.3229232168282965, 0.6330001662059642]","[-3.3661854445472144, 1.9250289885291276, 0.31007881519162894]","[-3.3424783558482227, 0.4716622667395438, -0.20018148708342515]","[-3.423266401422489, 0.5203566973704354, -1.5970378771487843]","[-4.517990263004157, -0.3328155436444506, 0.34801088013732423]","[-5.143459937522231, 0.09248375490622172, 1.3078537540832065]","[-4.9287721642309945, -1.6729901426270362, -0.20335001464406577]","[-4.140415961125947, -2.0698536387952817, -1.2837031651883082]","[-1.9582725242146855, -0.05467525282619494, 0.24061412709506286]","[-1.980749344559423, -0.5192301023440924, 1.7091880977095995]","[-1.3687557905578154, -1.1691653677482063, -0.6314098495968059]","[0.09303303515307063, -1.3673079413311346, -0.31027882406214097]","[0.5299243684270243, -2.5036042313988385, -0.21780113699555273]","[1.0048270331580438, -0.14729838502794135, -0.17670964870853784]","[0.3170603954163358, 0.9899546536050269, 0.6223959198660043]","[1.134043122773508, 2.273749293810622, 0.5008039719623887]","[2.5175149340838545, 2.0686668493302363, 1.1039966078299857]","[3.193154692679547, 0.9158197102608707, 0.43126214253130013]","[4.458151150351941, 1.0675927639198193, 0.029398213594259502]","[5.152204646101443, -0.019344910238427843, -0.6648841308191732]","[6.366453535145684, 0.09588608280552496, -0.9726179517655014]","[4.402245096447104, -1.2167343960569377, -1.047669545525135]","[3.147303496330293, -1.3811578673573817, -0.6260469700249056]","[2.45284402794323, -0.4175398682158107, 0.31863728103181116]","[2.4245129341432694, -1.0585852165349612, 1.7019988025586474]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00428,"[4.094457475136961, 0.7946658167219924, 0.954256026084372]","[3.450426293991515, -0.2848571202814331, 0.21733090522326057]","[4.222024067503847, -1.3092483072902217, -0.3549185042446235]","[5.465761843075871, -1.319139990365213, -0.24598195337056533]","[2.0257348545229523, -0.30574911398968413, 0.07153822664937835]","[1.4770279249700053, -1.2462640747286604, -0.5643842934146149]","[1.2283887990044569, 0.7336930570711759, 0.6581080534472534]","[-0.2237646586415087, 0.8685058791254859, 0.5367716963437046]","[-0.6452655185246949, 1.4038882438636477, -0.8409712664852969]","[-0.1839591335948951, 0.6014789452325234, -1.8915914415118866]","[-2.046771062144894, 1.5751480458717437, -0.9093467560476504]","[-2.6768682058534794, 0.3164216694015422, -0.7780721151126241]","[-4.1603650783442605, 0.4523373546598179, -1.1010209709950476]","[-4.7689640152211235, 1.3682159129087976, -0.2401728365382379]","[-2.4599058094473047, -0.2663572345544923, 0.6269501521005377]","[-3.0754315272199713, -1.5160221893576795, 0.7263415356044759]","[-0.9647989715335418, -0.4207960970978854, 0.8945633898708331]","[-0.7577272776800089, -0.726057211324611, 2.240600152396783]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00335,"[3.790554522320884, 3.345018793613447, 3.46052011191317]","[3.9802773135829193, 1.903285956188712, 3.882903908912176]","[5.462188952234422, 1.6154819585089515, 4.025537369247483]","[3.405384765413677, 1.0264745964071877, 2.8774982014757753]","[2.7773536967392474, -0.08244856037153815, 3.582655624190024]","[2.1376516108086037, -1.0568791122461667, 2.6029592105017247]","[3.0939468489160418, -1.5391683681385973, 1.7071213259807967]","[0.9985759841991152, -0.3928272163862885, 1.8483893766474213]","[0.3092605910706054, -1.359402724844801, 1.0660429793965012]","[-0.7819479177663271, -1.0345031845484838, 0.2561146224621992]","[-1.402951157342682, -2.0477163853614395, -0.48204985144964335]","[-2.4972212960064417, -1.7550473509441304, -1.3013968261746653]","[-2.9801339172728643, -0.4446910761459953, -1.3848885299855744]","[-4.136038164710794, -0.1297459494168585, -2.2724599027941346]","[-3.6651026074821833, 0.2176781404090581, -3.6436687661939224]","[-3.33276531656549, 1.5637403173735083, -3.9626894401895774]","[-3.5319639792432693, -0.6841606833986709, -4.511124222401831]","[-2.360532053915865, 0.5739678545227882, -0.6533072843517636]","[-1.2665378749765686, 0.2809429947778585, 0.16570752948782708]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
