0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123
DB00379,"[3.069411920758576, -0.43202155363825906, -1.3405744900517755]","[2.435297425147857, -0.794396101796672, -0.01201836462208615]","[3.4126019538030232, -1.474807620236986, 0.8168623726805622]","[1.9582688405395843, 0.4616747400252076, 0.6986843182194583]","[0.8485426918719968, 1.032098666526569, 0.012898099278845086]","[-0.4592398774874824, 0.5128631718692325, 0.013428223601766098]","[-1.3098059565529934, 0.8750428523665427, -1.0484331539736493]","[-0.8325718088897832, 1.776233559876603, -2.1350500934074126]","[-2.6147367530008556, 0.3814033723293063, -1.113086513132577]","[-3.095633529218419, -0.46660300437076374, -0.11724983874042909]","[-2.2735863233342166, -0.8193753161720106, 0.9520671783972525]","[-0.9630737905962974, -0.3387455464607778, 1.0320956235615701]","[-0.17547479303999172, -0.7133672203175753, 2.2403766381862376]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00690,"[5.039164531068306, -1.3442501994302558, -2.8520483996507986]","[3.870565603125511, -1.7013661701777543, -1.9538358979886226]","[4.018926100485293, -1.0424911409868667, -0.6672538132646022]","[4.568467697240935, -2.0292658966312564, 0.25067528386991345]","[5.501050494374396, -1.3524980741958672, 1.236764469263269]","[2.675068660535101, -0.7350546708349187, -0.206599528423323]","[2.665094344129151, 0.6191482678540101, 0.4804151706231196]","[1.3203446363392948, 0.9186642411890351, 0.9617382584238612]","[0.3863833076964773, 1.5701477044897763, 0.07637123007059185]","[-0.9864189901422685, 1.203633228297837, 0.013759792745904798]","[-1.8311960139839225, 1.8835375548006765, -0.8782246886049239]","[-1.3435519016993969, 2.898625983610184, -1.7000887674258012]","[-2.422109109256223, 3.7253140851174917, -2.8024098393295116]","[0.0038730249468368052, 3.2466198831266304, -1.6503390469073347]","[0.8603504247130387, 2.585650377623372, -0.7706765602764677]","[-1.576235392930389, 0.10030870695564757, 0.828600539584123]","[-1.2987881266938794, -0.03001573899048493, 2.0941198922107236]","[-0.3937715687305014, 0.8374790379051364, 2.830251727611686]","[0.9893309740025217, 0.6241498539965982, 2.328383906962776]","[1.8601436497565722, 0.16082890406725506, 3.1127388625109864]","[-2.5134398160043827, -0.8698681671306258, 0.20132981236967984]","[-2.40494456993142, -1.1475592641437464, -1.171637289232345]","[-3.255980866065594, -2.069077814210362, -1.785447568071114]","[-4.227411834769874, -2.7296162389187413, -1.032660611574707]","[-4.347653314698169, -2.468220647807023, 0.3333000377594884]","[-3.4977257580616117, -1.547490862478244, 0.9542621244204617]","[-3.6595361854465596, -1.3073329430975213, 2.279483439899019]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01406,"[2.1633735967408687, 0.47339185848414866, -0.5513779001558189]","[3.1823364842512194, 0.9793093041829379, -1.5515769158131067]","[4.5304621000203715, 0.6071282660288803, -0.9270645114323257]","[4.240512729168866, -0.31193985069685154, 0.26701516026056155]","[5.13013357708738, -1.390188767706173, 0.27001460927057014]","[4.423678792458054, 0.4618849155931931, 1.5094305083933908]","[4.573424302095905, 1.0945884087645408, 2.5252282230972094]","[2.7823754469227526, -0.7687899660160438, 0.05637892458321037]","[2.731993885606764, -1.9526469415496688, -0.9266743037909831]","[1.9902670609551512, -1.1273440087081148, 1.3196625973221445]","[0.5104703130093192, -1.3632901195254556, 0.9743483916934056]","[-0.11352304470027946, -0.1709096217157242, 0.21105546195673383]","[0.7277424887804106, 0.2496438682526839, -1.0189238546474515]","[0.1585976854488525, 1.5410705548325503, -1.5971868243094343]","[-1.2614169822012158, 1.3130130125107091, -2.093625012208296]","[-2.119546172789055, 0.7792151313425807, -0.9892961355592682]","[-3.388748944808088, 1.210157397088226, -0.9222812003639685]","[-4.26699782156038, 0.649060893260061, 0.09775796795967338]","[-3.8261918883924726, -0.21717164595204816, 1.0416966217450236]","[-2.386879046482368, -0.579674700106531, 1.1953289138033345]","[-1.6051951163084712, -0.39870792572173563, -0.1367235262950162]","[-1.7634002432620586, -1.676479627502915, -0.9568490626233689]","[-4.913861190659944, -0.4823487949222794, 1.8451150822594649]","[-5.960280743249144, 0.2068691296973538, 1.3277275027721167]","[-5.539327268132363, 0.8741592300857484, 0.28800967933093424]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00214,"[-6.0183255066851515, 1.3968978333904025, 0.1240728245000326]","[-4.76659694503511, 2.1234753581539603, -0.32970003719570795]","[-4.789396000851134, 3.5371087499930915, 0.21163053449990052]","[-3.584543014082434, 1.4357572870268691, 0.1680839663471916]","[-3.1149859635104016, 0.2061523259317487, -0.38750562841335634]","[-3.7128425340146003, -0.3209718214688698, -1.3648069361618138]","[-1.9595838090482933, -0.41669130919862746, 0.17272433101053475]","[-1.309330864330015, -1.897522242567217, -0.44545370978586374]","[-2.3056165474094623, -3.003099778761001, -0.23276496355203663]","[-1.018478946853263, -1.759432071507712, -1.9134799878181872]","[0.18564173818259763, -2.2710956284032204, 0.4067241489170332]","[1.2587523890915981, -1.3614141577778833, 0.4365319809148087]","[1.139923396222333, -0.10147683790569424, -0.24752106837470988]","[2.080152736782133, 0.9813891532759306, -0.3086603224179299]","[1.752799193932516, 2.1079798696676684, -1.0718050375116797]","[2.6355719693749804, 3.1889975062681657, -1.1556313811655168]","[3.854386123600355, 3.150107255281761, -0.4733382752858773]","[4.189241755434433, 2.030586758800058, 0.29262541208594134]","[5.484222900272658, 1.9872703973296573, 1.0199377909767176]","[3.3051305758391045, 0.9512197004006046, 0.37516726153610414]","[2.424807747363662, -1.7136373343260316, 1.1291611176726306]","[2.5048554136537637, -2.9472540023004075, 1.7755746012759754]","[1.4542337964002352, -3.807295733393006, 1.7327957265009764]","[0.30998039566993973, -3.497051277910361, 1.0686262911637332]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00480,"[-2.8753449018276185, -1.4089343075594745, -2.4181809165131325]","[-3.064222169883442, -0.8003964845563374, -1.1454167380112765]","[-4.345546795948224, -0.7322568698150788, -0.5731174462058627]","[-4.5316086169732195, -0.13225893853140988, 0.6884031141826665]","[-3.4396998923398656, 0.40518624194522046, 1.389751488892754]","[-2.181908120138926, 0.3238870541054576, 0.7950412016387487]","[-1.9872756036730077, -0.2606986974241752, -0.4384532711697676]","[-0.5372657335079115, -0.22242198578339364, -0.832491756736435]","[0.09588667971651221, 0.47788574859546756, 0.2914309716529278]","[1.5332491011150917, 0.5745023582658402, 0.5236385073769417]","[2.113252090572521, -0.8169024218430124, 0.7887869657512748]","[3.626812612480984, -0.7558682316031584, 0.9693950180353534]","[4.264373732001029, -0.13292788544779946, -0.23295228053292583]","[5.434062981351001, -0.4588660771950501, -0.5614900724769488]","[3.568704632389552, 0.8705779447575673, -0.9764772267055951]","[2.2298390209683374, 1.2406661068848457, -0.6357567438178056]","[1.664193854629302, 2.1718802087561326, -1.2674505850624445]","[-0.8982861485484488, 0.7735519082109599, 1.2646470308286537]","[-0.6692167223816903, 1.3311380257469727, 2.3706927388706798]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01005,"[-1.6062192762560927, -0.6904982161492375, 0.7483029310620783]","[-0.46598355745494024, 0.036398692659755996, 0.3077923520678986]","[-0.5447114584649335, 1.2814016712704859, 0.13727287274858377]","[0.7593184411189118, -0.6488486758949114, 0.06190880522898749]","[1.8575958510570587, 0.02154652811390504, -0.3577757980183614]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00207,"[2.382068301244112, 4.0935491118332905, -1.8557731459781448]","[2.334357961235934, 4.570508139692723, -0.41972257866198254]","[1.26833676088714, 3.7994772474021796, 0.35514648768689994]","[1.571544242352979, 2.4036848536797284, 0.4403101105010251]","[2.604026578164252, 1.8217686177042496, 1.1805549459092783]","[3.30817589784927, 2.518878461120008, 1.9613541410663118]","[2.89355463267753, 0.35369768839961296, 1.027347510477201]","[4.238252163229583, 0.1951034875819134, 0.3324053722195494]","[1.7750524413793458, -0.3830256770349254, 0.260549301889068]","[2.2269062219696028, -1.6013741039621778, -0.2697708542851359]","[1.762315159032796, -1.6269384091092696, -1.5904680334813825]","[2.917216268825413, -1.3827283721676191, -2.5825254657198036]","[2.962624943550519, -2.4107894702514177, -3.7404496659121915]","[1.8330361610683146, -2.0468906986256927, -4.690847841444716]","[4.1617684214471975, -2.3264770537745516, -4.497682173957976]","[5.288548529898777, -2.3091165689266635, -3.658773098688058]","[2.6749332920466715, -3.8576635069942533, -3.2531729755407857]","[3.8281263732707056, -4.641931864469957, -3.1727552614691428]","[1.9385816437289727, -3.881886480679436, -1.912521123555341]","[1.1979220371411812, -5.1925333138008165, -1.7495966043315785]","[1.0306580334152518, -2.8120597800935485, -1.8392030595688056]","[0.5321329336716718, -0.5969743815938545, 1.14179421429722]","[0.6967859354109804, -1.8067605174472379, 2.056731936083083]","[-0.7835271724412393, -0.6309168647746264, 0.31826912012032627]","[-1.8182395859183538, -1.1783823477541817, 1.0920817241365928]","[-2.369751057926518, -2.2012330148878516, 0.3066267215533552]","[-3.783216631100864, -2.1120347887998863, 0.2606069595255058]","[-4.374620658549156, -2.210047083303792, 1.548999794581076]","[-4.580033692682792, -0.8394942311243508, 2.1671812837883233]","[-3.6640094330037454, -3.14875319482497, 2.531775441672864]","[-2.8746942774039943, -4.216898453468358, 1.7688769605980927]","[-1.8972985639122721, -3.5795326484017935, 0.7807123331461461]","[-1.7328978913119544, -4.422611205882679, -0.31510514144117224]","[-2.1884036634453508, -5.187588276483186, 2.631409499315766]","[-1.3843748660219635, -4.517391888717603, 3.647556340272934]","[-3.190153358400801, -5.989262339860305, 3.3149631352290503]","[-1.1680075540410577, 0.78619547056608, -0.16690878088051164]","[-0.2792931312591164, 1.1606547028351772, -1.3472160640884092]","[-0.9777915355617395, 1.6750475551419515, 0.8869007046100831]","[-2.6310652741542024, 0.8904031847073105, -0.61368657094744]","[-2.988761487263603, 2.2525297412413097, -1.2352913781302284]","[-4.355303048554222, 2.150616188114545, -1.8777327555901897]","[-3.005435036177146, 3.3958058816113303, -0.21360352099308688]","[-1.7219437600910845, 4.106365755122832, -0.1656861970535138]","[-1.6110600554452197, 4.952385804896442, -1.3539588568575318]","[-1.6841172267521178, 4.930429552681402, 1.0604704232533004]","[-2.7628164747729973, 6.02491386720888, 1.0700579791258074]","[-0.27781528982821746, 5.51857022431289, 1.3568112663481342]","[-0.3629713737231588, 6.443274163387483, 2.4025537475994283]","[0.8208245482320318, 4.474409398139478, 1.6740342820838947]","[0.30085170891265134, 3.4695975977009974, 2.6972510275220265]","[1.9190009091007603, 5.123429842133515, 2.2491183839651976]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00909,"[-4.1673395495527625, 0.7080001315392391, -0.6114315768564809]","[-2.651276432420449, 0.41197062898822523, 0.16051417430777146]","[-2.8853997550163943, -0.3232975324717242, 1.4499540575164143]","[-1.9755638912849494, 1.723163068159289, 0.4474592826714681]","[-1.6276083981315872, -0.5714828201939635, -0.9166939246548457]","[-0.3113559316551146, -0.8501470278743685, -0.2739213503663139]","[-0.0694589101252676, -1.8920393352009985, 0.5563339519655602]","[1.1687850953399253, -1.7865645594898163, 0.9648342752289597]","[1.729243738305773, -0.7229287477041891, 0.44265972160087913]","[3.023937116509949, -0.24470366215583086, 0.6231184716214431]","[3.373123298973228, 0.9394230237678534, -0.054892869765648514]","[2.4341873485079417, 1.6021798590115286, -0.8795376782996823]","[1.1325242744126303, 1.0899672699889171, -1.039820264167553]","[0.8262019961370305, -0.08354029636418299, -0.3560201681977339]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00570,"[-3.5699310459587354, -0.44099679441372786, 1.3815540959439143]","[-2.5298584727389684, -0.27625079956361587, 2.3988520376475453]","[-2.7650801624897605, -0.25593810931262206, 3.833534818127472]","[-1.2658063302409444, -0.4233879694045449, 1.7870316353080555]","[-0.026108246773597504, -0.2660735773439641, 2.396598612961344]","[1.1426836706318446, -0.39949477675716305, 1.6186746911807959]","[2.395599206611663, -0.20355228456283736, 2.212068581418974]","[2.562989577713951, 0.11521707192882374, 3.586980379963245]","[1.041573434289893, -0.7166223565801364, 0.2257606156942037]","[-0.2479773260902954, -0.8257552064908441, -0.34412746308866765]","[-1.3811850388781788, -0.6816172031772134, 0.45351366088973366]","[-2.826869332995394, -0.7952053692101667, 0.057185854994799286]","[-3.119998702908173, -2.2122570147424145, -0.3883410931367071]","[-2.973447339370101, -2.19326591350018, -1.9064321503290456]","[-2.7185571547740097, -0.810233371179722, -2.317320189923997]","[-3.3798514906382255, -0.5080381286774527, -3.591347805466669]","[-4.8649643653610655, -0.5550508369379189, -3.451912787452046]","[-5.416739263653844, -0.016594980371477535, -2.3696359628968113]","[-4.582266280889537, 0.6632677799617545, -1.3002709066811537]","[-4.372665243453848, 2.122125798860313, -1.7361098692063073]","[-5.668771568745814, 2.9133962222936987, -1.8726138380068449]","[-3.134543889032329, 0.04279029509498529, -1.1864519024721973]","[-5.370045970961998, 0.6476357967123523, 0.044421437688619204]","[-6.20187074255441, -0.5084354042718149, 0.15941454387145526]","[-7.593216335224462, -0.42309888253311445, 0.10583220148194396]","[-8.406928889793312, -1.6600869291004103, 0.2263668471756602]","[-8.167914106292885, 0.6882554190962445, -0.044441767017673106]","[-4.502847473490692, 0.7841421066193806, 1.301705730504768]","[-5.346870586238284, 0.7461641587538765, 2.41602716460055]","[-3.7796075574327377, 2.1160759206822393, 1.3083945113806317]","[-4.3908310573855776, 3.149308591105264, 1.6986716362068492]","[-2.470349231166587, 2.220258262487422, 0.8317973644499206]","[-1.773408716305546, 3.4561681930077914, 0.8066176775532868]","[2.266517611304546, -0.8018708492103571, -0.7061088990060251]","[2.5983109889835965, 0.6284744514640163, -1.1951153751063601]","[2.8730581659247263, 1.6743099433295285, -0.10956156334510175]","[4.276498802940856, 1.5348958786343803, 0.4940594337803009]","[5.372925264253066, 1.8896761837883267, -0.4286221740499656]","[4.946335668454282, 2.5178394440336596, -1.6889460364094628]","[3.9008571605940525, 3.6149722808378604, -1.4611755108068902]","[3.468920901981518, 4.070398990964015, -2.7078150687615405]","[4.553836853580642, 4.76869305415102, -0.6973845461913653]","[3.6230770174039337, 5.962174138159355, -0.538581848623243]","[2.6852309805457097, 3.080134891272286, -0.6803835476938216]","[6.18886274533678, 0.7071864059124615, -0.7234920135621299]","[5.41229131501415, -0.4178651636191832, -1.4186541930985062]","[4.808611128145747, -1.3490278263497175, -0.41270777220868005]","[3.4594415420625944, -1.4865838954749517, -0.0516116419208036]","[3.309471405505618, -2.497688130807959, 0.8453166758663682]","[4.553750034428839, -2.9470701499908762, 1.0833279061506427]","[4.9117857787642905, -3.9790092059014635, 1.948193373905373]","[6.275170998103257, -4.313052413186813, 2.03879351325139]","[7.235755644592573, -3.621920061537378, 1.269210900796092]","[6.844734155925943, -2.5880337399291444, 0.40009002106601205]","[5.487028270770342, -2.2774269155191655, 0.3390264493342885]","[1.944061665254102, -1.6633335138300913, -1.9170626342310042]","[2.1745608802768825, -1.2489103097051115, -3.088494695058154]","[1.4273240433826901, -2.947717422452065, -1.7215825171706964]","[1.1072470090678583, -3.802095773520819, -2.8087419876325126]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00773,"[-0.34855121441158476, -0.9118930781312773, -0.8272147845342565]","[0.20993115616130972, -2.064284471592281, -1.6586560305763625]","[-0.5825355654160349, -3.174079109814406, -1.2473863789178579]","[-1.2304403170544578, -2.8915247629403433, -0.05625384526840286]","[-1.9620741341739876, -3.716539967435285, 0.5508594994905245]","[-0.8647400324108934, -1.5510828770335845, 0.44142072344646077]","[-1.9206021328074279, -0.6360183136937655, 1.0698931002336907]","[-3.229856479196282, -0.6250069695941807, 0.32386561145564713]","[-3.371809573590632, 0.04827467199542576, -0.8965734894615335]","[-4.595356572682699, 0.035954879844818335, -1.581857890917563]","[-4.752441500680945, 0.7092147067571598, -2.797771575714528]","[-3.697324592534489, 1.4337422853073782, -3.416391659559267]","[-5.682586422469545, -0.663716884301529, -1.0384382451290615]","[-6.8988688094539325, -0.6827301354542664, -1.7127726601165068]","[-5.549100822197447, -1.3471283881129046, 0.17900513978382485]","[-6.646437107132508, -2.044073291490536, 0.6952330341141997]","[-6.591869119445139, -2.7689032273401724, 1.915726689318313]","[-4.31823662584079, -1.3219288513577598, 0.8535559323310282]","[-1.3433398419960298, 0.7631971269065027, 1.2252809069970605]","[-1.9742967768383402, 1.6552209859983824, 2.11429506458292]","[-1.468948013271951, 2.9474303367968124, 2.2101866649538136]","[-0.4050529504921105, 3.3642803232903624, 1.4793423238262944]","[-0.13222527010792479, 4.684790893101444, 1.7764958841232017]","[-1.084824646271532, 5.126547826083525, 2.7540263140392005]","[-1.9179626275485762, 3.9853608250339887, 3.0024472035266507]","[0.2571652600041419, 2.526917008583586, 0.5878747645768784]","[-0.21215871779318093, 1.2074768326075602, 0.4474210901807678]","[0.5437499321739168, 0.27287397004702574, -0.48183033131304676]","[1.7160454907925922, -0.1678074013633815, 0.1447197144393799]","[2.7569310307230803, 0.28623048253915173, -0.6680168025158754]","[3.414329875076611, -0.8329627250197261, -1.2545338164865143]","[4.749186670754325, -0.502231507029807, -1.5212742257946423]","[5.4359260374934735, -1.5414795742377005, -2.4048122269934833]","[6.262685339636867, -2.397840782222781, -1.6409900743010835]","[7.278279526550203, -1.6405217564898118, -0.9786133490452357]","[8.481390219899273, -1.4469343902989562, -1.8861661541512325]","[6.85907825579881, -0.38755644744116335, -0.44458622384457247]","[5.481016221887598, -0.45334384336991296, -0.19843799460829087]","[4.977430041421035, 0.7149847934538496, 0.6414895908589313]","[4.8411670239993425, 0.30396582856351867, 1.9670412334064475]","[3.6374886366791337, 1.285740799640027, 0.1392156246990874]","[3.8798391467736706, 2.4173841792146926, -0.6398281723381988]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00535,"[-0.9483951979050678, 1.2003494863537678, 1.3067798347158812]","[-0.5696385724056532, 1.78890977357775, -0.37872648302551815]","[-2.3338955728217563, 2.182159793530773, -0.689711890289616]","[-3.2585016719325033, 0.9784670994708763, -0.6152234529269986]","[-4.4101156438144065, 0.9319881333007142, -1.5386765821432578]","[-4.624893184339934, 1.8516169799548334, -2.4718129212337354]","[-3.0874713468413524, 0.0400141333487147, 0.3504793480583494]","[-1.9485903804477347, 0.16875177463004737, 1.2046665097086844]","[-1.068632810266878, -0.7200870605880231, 1.9992640786312053]","[-1.1532578547662178, -1.8900843503860614, 2.4555169067801432]","[-0.0019882566381526274, 0.33305582848720205, 1.9746892082602039]","[1.159503854738305, -0.062031706029464985, 1.1631873384909572]","[1.1940114926190284, -0.9018128092344943, -0.004604455614898829]","[0.13558070213027745, -1.4318117646163486, -0.4385973794988834]","[2.4815459367222314, -1.1355804912851553, -0.7064231659214072]","[2.682219283428252, -2.2149960789313607, -1.4056547765066363]","[1.7464653896110611, -3.2176570360271066, -1.5255492565891575]","[3.570175426261356, -0.13507077110476293, -0.6298340315881034]","[4.855673841572612, -0.3847975050802497, -1.1262074939709081]","[5.766866126808137, 1.0094468425367278, -0.8637800334452296]","[4.504233948107088, 1.8435206415048282, -0.15244427214576037]","[4.588615385660738, 3.176999146601271, 0.33466696784474687]","[3.3812231852684884, 1.1047188768302076, -0.09617094255820965]","[-3.9723332596388143, -1.1398508579901223, 0.5256081443677484]","[-3.9463823714948116, -1.8469121415096574, 1.7206535701811865]","[-4.742018449614041, -1.529305937345217, -0.3920947695803452]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00900,"[-4.785067420078393, 1.8133463808044197, -0.07815436523135498]","[-4.4822762367018685, 0.5299263303799084, 0.37625421996612823]","[-3.448644417255799, -0.1073989672861538, -0.5328195551269546]","[-3.228447525757246, -1.54445136195319, -0.12492652002949137]","[-1.754632280364966, -1.7482363174997841, -0.304001780877504]","[-1.2455231584013085, -0.3854611381503274, -0.7216867000777397]","[-2.2271107294750547, 0.5746173100020951, -0.4295683163648042]","[-0.0074507742486453025, -0.07015898915605275, -0.021025533972183433]","[0.1526128754425748, 0.24830431116167845, 1.2904799865583765]","[1.460618648638088, 0.44192295188170166, 1.6244726567404892]","[2.1088437362775028, 0.22284717675139698, 0.46485250932576605]","[1.2331477171324046, -0.08638402167811082, -0.5150281219422127]","[1.6195874815508222, -0.366088913903356, -1.7836046045636333]","[2.9575208320758133, -0.32563671948483125, -2.0662243240464595]","[3.8680885515094237, -0.012346283147727004, -1.0878074180922]","[3.467920028343249, 0.2656888861208124, 0.18838370267190754]","[4.310812671313526, 0.5495093651576269, 1.0792389563932432]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00734,"[2.7014233474374305, 1.962289600708498, -1.7176565056614603]","[3.47186101216517, 0.9793364775032224, -0.9017275214708758]","[3.3394845299848517, -0.4039733546907936, -1.1034641677394414]","[2.3903827555335613, -0.9495150715656605, -2.133054084698136]","[1.0862689998262203, -1.4034734210647364, -1.4893015216423007]","[0.3352169896516826, -0.25773361647406406, -1.0024410810025277]","[-0.6833244108906733, 0.0462418769221874, -2.005428294733612]","[-1.4954260455796058, 1.2660089453864294, -1.569644002198807]","[-2.1370654527605453, 1.0341245286718013, -0.1976637406538783]","[-1.1285789864814932, 0.48100175121842154, 0.8146687373106457]","[-0.3412993690519948, -0.6861578077716689, 0.2186751728265844]","[-3.36349594837832, 0.1774485523084321, -0.29094975832561926]","[-3.3877037868132462, -1.110964823913186, -0.7125629616927934]","[-4.62904942512358, -1.5188946656222004, -0.6550489609910812]","[-5.402178583294277, -0.5556259454721554, -0.2172760561189444]","[-4.645454360969368, 0.552231696926913, 0.031346940346859774]","[-5.193965471360339, 1.7394647559372047, 0.5083797851972061]","[-6.584237576590877, 1.757985602614292, 0.729824105300926]","[-7.37174791385154, 0.6111759106001078, 0.4730780716743209]","[-8.707593067747398, 0.6508678784163663, 0.6930821502713272]","[-6.77829713662339, -0.5716580226756025, -0.009434967554302945]","[4.096823030476605, -1.2689113691935652, -0.29630889989096776]","[3.9937339260547984, -2.5188317956616486, -0.4431291127745111]","[4.942507634461909, -0.7556766423284481, 0.6456207503563617]","[5.701763226434385, -1.640105688488973, 1.533068124345088]","[7.1500325336736354, -1.1572475368835582, 1.68990885759428]","[7.29995306897253, 0.3716665062501421, 1.8084626450705241]","[5.9731482480966624, 1.1321518875882959, 1.8593774753955923]","[5.048049379315766, 0.5936174430855061, 0.8174042901120724]","[4.318768853431932, 1.4431563476682305, 0.0514096853335476]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00323,"[6.180722487671658, -0.21870293207272934, 0.8301383175879467]","[4.788636462264976, 0.04021960185987338, 0.37945256422893753]","[3.712260570779065, -0.32039621675019647, 1.1931055401775756]","[2.403198843243135, -0.07677028207506771, 0.7681630515940704]","[2.154396288184575, 0.5231500055608436, -0.4767671307590468]","[3.2459353063059204, 0.8914207181017902, -1.2795073112556015]","[4.555831467093635, 0.6486896441278762, -0.8560147980760576]","[0.7742585435458701, 0.817099596081245, -0.93911514156122]","[0.6210755327610015, 1.6552762238766159, -1.870460150820198]","[-0.43496720889152535, 0.17641336929480425, -0.3629549027259369]","[-1.6952279223511066, 0.741587025444636, -0.5996017633004622]","[-2.867125650246316, 0.15764184915160787, -0.09648442597708326]","[-2.765372585265143, -1.0324573478439576, 0.6590890365807248]","[-3.896601733858604, -1.6506404044111431, 1.1818227042120517]","[-1.5090981633033038, -1.6080357929609708, 0.8892515745727091]","[-1.3998123710045247, -2.7804348237279757, 1.6266284269117284]","[-0.35740915416588503, -1.008883154556198, 0.37822765640477446]","[-4.132134428595383, 0.7890891598499378, -0.3688636327288402]","[-4.175311562747073, 1.9477011578809662, -1.1105369363878608]","[-5.203254721421137, 0.3080326031680993, 0.05442732132182374]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00806,"[-3.621582304857189, -0.5180562476088836, -2.954372254378106]","[-3.3985559503173906, -0.031239232296299387, -1.603799213237228]","[-4.287594354492332, 0.6426329707955191, -0.8350517549991068]","[-3.777610896696788, 0.9624813440664447, 0.3860663275241387]","[-2.529380704572489, 0.45601546658286773, 0.3397002680191418]","[-2.296835452463995, -0.14022696257866268, -0.8490955363251328]","[-1.0682430526904398, -0.7326386537253826, -1.1124313857332797]","[-0.8459876915320852, -1.2955276765498274, -2.2194899137149116]","[-0.1070135030125201, -0.6867425640313749, -0.13112883419378513]","[1.2054275352013915, -1.2913351993432156, -0.3705277078019021]","[2.074162495176079, -0.38401356940928066, -1.2362842805905252]","[2.524837047685171, 0.855543769361502, -0.4734091301762713]","[3.577255986884154, 0.5126019976107408, 0.5738750339522881]","[4.895327583338502, 0.2075303184838247, -0.06247861648121419]","[5.478654838178334, -1.157213998423228, 0.060438106919505886]","[5.504360207078626, 1.0768029268957677, -0.6647260030925023]","[-0.3686950333352929, -0.07742957366938498, 1.0817113011299346]","[0.5196996190455726, -0.05506073882120094, 1.9798439033470119]","[-1.5919246483111542, 0.502789717911406, 1.319878862791709]","[-1.8863017203060375, 1.153085904748544, 2.5907304239104945]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
