0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
DB01117,"[-1.3723581137160807, -2.8084330466535006, -1.614120590716536]","[-1.9918637694278636, -1.7013179348365364, -1.038859388166177]","[-1.2486110079650408, -0.705772497436161, -0.5161771098318592]","[0.2549477820620251, -0.8327254132445653, -0.5762027273043363]","[0.9619857909011067, 0.15234010471288664, -1.5117616056214676]","[1.3376127985785076, 1.4570961515490741, -0.810044839444962]","[2.0944098053482496, 1.2134724949488627, 0.49939359787170634]","[1.3282667403793214, 0.28114204825925204, 1.4430576330619116]","[0.9525168139149782, -1.03934205774552, 0.7714745380705191]","[3.5303090946040645, 0.8215276068985832, 0.30078606173212286]","[3.8874623576225913, -0.3825295498626702, -0.3261699787622608]","[5.234063191776524, -0.7164068468888567, -0.494825503990375]","[6.230659445918045, 0.1504189470878092, -0.03824299194290461]","[7.917058575965629, -0.267071913373202, -0.24912414535779917]","[5.8808593046261715, 1.3506451453697863, 0.5867393228873714]","[4.533778708032986, 1.684559693339956, 0.7554096306171748]","[-1.917668828603324, 0.4762588305495574, 0.09797295728062534]","[-1.237257242287924, 1.4147359654493994, 0.5906045602007786]","[-3.3928278119044353, 0.5536513996469704, 0.1322522126770494]","[-4.040452630278589, 1.6574269578113592, 0.7056430284760123]","[-5.436139037868136, 1.7200591835578876, 0.7325489815539828]","[-6.193270616773455, 0.6805644388802934, 0.18688655870356413]","[-5.555537420402943, -0.4226754233195145, -0.38627104121555617]","[-4.155657681378407, -0.49181337298226546, -0.41655700766006104]","[-3.4681577309469778, -1.6489571343097609, -1.0176538022211423]","[-4.134128518177762, -2.596853777408898, -1.515154417537984]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01119,"[-3.4115682552040902, -2.1667730594822667, 0.1561939579875128]","[-2.2650665052028467, -1.222813499242976, 0.11561349585438856]","[-2.498122765466043, 0.050965889259464436, 0.20466275337800938]","[-1.247288349164938, 1.2417344428863173, 0.16925999216343823]","[-1.4574645129601342, 2.1579139914222325, -1.0028090028383563]","[-1.25904038226095, 2.0224905055862483, 1.4528438461308686]","[0.27038251326703616, 0.4035084974652756, 0.00040172671447268174]","[0.27707123094552777, -0.9957355857247508, -0.07727015607631363]","[-0.9373879573477176, -1.7544266998415377, -0.02095597749792568]","[1.4948119008774383, -1.6711504742784657, -0.21291220824741486]","[2.695397153479024, -0.9568462534660136, -0.2705635359179977]","[2.6828124656836603, 0.43854095470973997, -0.19262963639468197]","[4.185132566808187, 1.3330649534919454, -0.26473160812800745]","[1.4703308965458621, 1.119526337214787, -0.05710364712796394]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01120,"[-6.725788931447492, -2.0145674277461056, 1.8459135638169135]","[-5.596316855128742, -1.276825148752432, 1.2229401571246212]","[-4.835346685300489, -0.3878027992105543, 1.9880650081418778]","[-3.772679407077135, 0.30643640270353256, 1.401879047434097]","[-3.4704885890874526, 0.11506217229617673, 0.04874687936940399]","[-4.230864825316951, -0.7788416072516603, -0.7140493033863458]","[-5.293534338901572, -1.4730756775260105, -0.127860599828488]","[-2.1281624359414306, 0.9756225314573802, -0.681825300420044]","[-2.385885321891607, 1.149174853161259, -2.1525840454355785]","[-1.9930577412072454, 2.3274444479539915, -0.038520434138482]","[-0.6757928535958035, 0.06434652651657279, -0.44501801879209685]","[0.5936519489942576, 0.5104693681266484, -0.9209499312562057]","[0.6946308479382871, 1.6016117542899047, -1.5444092939082479]","[1.7510668198782298, -0.2928308714453436, -0.6869674925868458]","[3.027155081868813, 0.1100041094692542, -1.1123243911829999]","[3.5506369733655005, 1.0413786071949507, -0.11682485675551449]","[4.390389235727113, 0.2673434850078842, 0.8772706977086338]","[5.753339723935554, 0.9171630584820979, 1.0158014252000165]","[6.757304491389342, -0.20771967246626452, 0.9123676600626053]","[6.099026116700527, -1.2455552867980866, 0.03296254165124141]","[4.6080087162361965, -1.0935862373446956, 0.26240294833601957]","[3.882708028862021, -1.0696882490455177, -1.0670162611543343]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01126,"[-0.19615384747412454, -0.347634597337626, -1.8112212233484482]","[0.24400321905276298, 0.10149062847549672, -3.211360017994382]","[1.7222164856287714, 0.48050805717721745, -3.0959531172287345]","[2.1087606542624577, -0.002828825721659495, -1.712807895129733]","[3.35685289065641, 0.561849477750313, -1.0434712024960535]","[4.583380603610014, 0.41501559176039493, -1.9490850052614943]","[5.840478807404073, 0.913449039371278, -1.2387693796663957]","[6.027469401610436, 0.11790681549777307, 0.04863058220062857]","[7.282543512866396, 0.43998821150230133, 0.7205294744529299]","[7.479377148184817, -0.06642950416229212, 2.0444089319334857]","[8.607362385444546, 0.014459809284049741, 2.595225785162579]","[6.344275009142076, -0.6857910592365675, 2.7505213851144665]","[5.107224179024215, -0.5693238049442563, 2.247666715745459]","[4.831520570147145, 0.26578480360657236, 1.015862160768022]","[4.670394608918381, 1.7249034222084563, 1.4530141832110297]","[3.5652053116066176, -0.2179710059717068, 0.28214024302747026]","[2.303333263002466, -0.19890203714992014, 1.1747485404843616]","[1.0497176617751054, -0.6587449160942348, 0.40806895007251065]","[0.8730167087366368, 0.17622481731348844, -0.8593917755549665]","[0.6366241020016328, 1.6536943331917848, -0.4996082160614547]","[-1.605160279113758, 0.04045443634977762, -1.4681652353306587]","[-2.0987746997289354, 1.1087343525565938, -1.9220151472162443]","[-2.3497924682994973, -0.797292067049265, -0.5753676815305355]","[-3.695288446283629, -0.5929504841880052, -0.11412629019555416]","[-4.458637598252788, 0.4920486159299162, -0.570944606304284]","[-5.767098058771824, 0.6973719619911778, -0.11838496778742556]","[-6.331208574520554, -0.21714603479519573, 0.7770304998456622]","[-5.584503860333421, -1.3015541583961632, 1.2389792202200158]","[-4.264618144829669, -1.4997132277538445, 0.8066689260782675]","[-3.479617617162253, -2.6792063787393476, 1.3234930793805257]","[-4.225560919313035, -3.419660629041658, 2.225649848567169]","[-2.3348011872899437, -2.2338373209522318, 1.959536460904505]","[-3.1236891490996372, -3.4988515661880704, 0.267781293937429]","[-6.585248346819846, 1.8343357041517263, -0.6578600062152414]","[-7.512429989597499, 2.250523174998377, 0.28194545395521686]","[-5.770136207674119, 2.9065081691087795, -0.977717322570723]","[-7.251037128509493, 1.4182405051362188, -1.7956526451697372]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01128,"[-1.4048230318229482, -0.22325209569914217, -3.0997339022410784]","[-1.324161671229886, 0.06450903997658054, -1.608604393441952]","[-1.9488964695790292, -0.9749429421450495, -0.9145820382932246]","[-2.0006315342648713, 1.4004759615792417, -1.2832156252638627]","[-3.782918923152862, 1.4034725441297242, -1.486546590036018]","[-4.292620306090392, 2.8071845317346686, -1.3223730485959748]","[-4.143543022441199, 0.9182981414806319, -2.8631000220569436]","[-4.539490026276236, 0.38101442559460663, -0.2768078495975632]","[-5.325022320232708, -0.7110819800677257, -0.6639782129336216]","[-5.917686904833859, -1.526679611948336, 0.3045054208187752]","[-5.725687218900575, -1.252329426627792, 1.6619188180899958]","[-6.299703695548095, -2.042635914553649, 2.600218473566194]","[-4.941393489695112, -0.16227811483633175, 2.0509804268696055]","[-4.348754221610264, 0.6533834523121814, 1.0825446192171257]","[0.11951404113021488, 0.15046860590629083, -1.1983405026761584]","[0.9060700063665106, 0.8997172007082859, -1.840641140859305]","[0.5814845546345545, -0.5834727768696982, -0.053403427561144495]","[1.9145153964318498, -0.6040378255496012, 0.474535894706481]","[2.957895513831557, 0.12171573138446562, -0.1157894461078794]","[4.2568489010664265, 0.08868445054809843, 0.4144531451711524]","[4.503830221104793, -0.6952947893915872, 1.5650648368679578]","[3.4612754164022967, -1.4187874272376155, 2.1515542995555523]","[2.1757131203234312, -1.3734399108812214, 1.6098058681706988]","[5.81155904524272, -0.7774494392074984, 2.16488800323298]","[6.8617874618101755, -0.8434061073180003, 2.6465742876400937]","[5.35034420022084, 0.8867155127856613, -0.2541101112396397]","[5.869146833321926, 1.8061750546750999, 0.6394863132171253]","[6.3589152794436625, 0.0370517808201328, -0.6711602050838342]","[4.866432844347029, 1.570221928697523, -1.3575284312577003]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01129,"[5.701558329312617, -2.3061469570757978, 3.011033165806318]","[4.737342540253102, -1.7120158667319432, 2.1983479071242624]","[4.848880123746046, -0.3465564927773833, 2.4634426764347728]","[3.8776796707396257, 0.43116200166817403, 1.5952723758076082]","[4.330814756141204, 0.40124574415110936, 0.14531252781865203]","[3.3871558864949627, 1.0797687080240244, -0.6762681169090818]","[2.1674897544697695, 0.5148897143802577, -1.074897624889517]","[1.264575249173129, 1.2761110551243644, -1.8340682968493736]","[1.6169319957764035, 2.6760556169204706, -2.224317491411159]","[0.04045405054687865, 0.7001299788497509, -2.225264950511766]","[-0.9770766008267976, 1.4740481059565342, -3.0039549655908653]","[-2.131051981763982, 2.362666344245071, -1.9252514884064453]","[-1.2796749724686483, 3.3813589315970773, -1.1794215779759505]","[-2.6468642753691305, 1.2210187922427855, -0.6660010035159049]","[-3.87607937281075, 0.6436854599251696, -0.6661453322224273]","[-3.82989398080994, -0.12671815698596567, 0.42956771753542955]","[-4.829103908620331, -0.9606799261824848, 0.9249206662983663]","[-4.546048665105515, -1.6808728643944306, 2.1006117185182682]","[-3.2918383021167616, -1.5499355209617487, 2.738329266818944]","[-2.305793350140958, -0.6970408201510159, 2.2081933566396175]","[-2.621637075671812, -0.0003859207885902598, 1.044679177089825]","[-1.8448961621855555, 0.8564552774009309, 0.3689113893200993]","[-0.24481602449589646, -0.5834252201221289, -1.8752170716768546]","[0.6168912987543103, -1.338219308358885, -1.1458437905633085]","[1.8350010169790094, -0.8031481089841466, -0.7319702346891916]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01130,"[0.6650904934378706, -0.4595982802286483, -1.2381422663630042]","[-0.05328291924975379, -1.0861054635459797, -2.415509262823291]","[-1.5361778753310165, -0.8857851041681476, -2.0972180309453514]","[-1.6245453894782, -0.06995634024528104, -0.7950220229518398]","[-1.7550101170749641, -1.0228781513837142, 0.2745378607404424]","[-2.089070313248311, -0.7361740489853652, 1.60638330681593]","[-2.321969814005924, 0.4469237201125116, 1.978684798670052]","[-2.168424540639191, -1.7896395144364436, 2.5194891457021966]","[-2.557716029753129, -1.5983297411959512, 3.873858548510711]","[-4.060007429081354, -1.404230826442058, 3.964029114606613]","[-2.842518308694093, 0.8433946419573659, -0.8460664889212626]","[-2.7790131391148627, 1.9929269038517299, -0.43719512256182325]","[-4.173628455930352, 0.3039700367084348, -1.2620142571781545]","[-4.837641423193078, -0.246753669592395, -0.13335017278853145]","[-6.090564358730733, -0.8552051713263116, -0.22526330922353993]","[-6.62299724719742, -1.325066923077106, 0.813648432981506]","[-6.828783794406057, -0.9359439222465146, -1.5216431841827747]","[-7.699309226312192, 0.29245529843888596, -1.6962474003457098]","[-0.24761269810798217, 0.6463349760573375, -0.7510764852027176]","[-0.21305818541037236, 1.8402361569504615, -1.724674833605928]","[0.23284976892259732, 1.0884326596054597, 0.6385501363364551]","[1.7117358880270843, 1.5201555258645196, 0.6359822862624568]","[1.8405614237062637, 2.7870833801413966, 0.06265959926063311]","[2.6359222276811005, 0.47812883239455156, -0.052879412649946084]","[2.1146093646180986, -0.016568265650162742, -1.4270621120543718]","[2.948290726745198, -1.2120853030259553, -1.8982967693029598]","[4.4230317303231175, -0.84837888766066, -2.013245078725696]","[4.907538403203785, -0.3259250218486811, -0.6999073426487944]","[6.025273326431081, -0.8354108060260229, -0.1754416426961344]","[6.516010688213578, -0.36698400280748583, 1.1230074987766085]","[7.601658450823952, -0.8022001021901145, 1.58596607553177]","[5.70788585965429, 0.5773964676663287, 1.8973870290172508]","[4.601747954854972, 1.1029132372309136, 1.3678733039420328]","[4.148143491017386, 0.8258888545502425, -0.05231429398886226]","[4.420981467321348, 2.0769788546196013, -0.8794876479767897]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01132,"[6.913802100655522, -2.690520604089069, 1.735056583732997]","[6.811561294197116, -2.527142498628329, 0.2304825282650905]","[5.85038933912131, -1.4400966524722756, -0.10400462514628728]","[4.492578682205377, -1.7247378324994684, -0.273972959676518]","[3.617822435066104, -0.7241485826486438, -0.5636955397962266]","[4.028853815110199, 0.5668094128481563, -0.6961027749660622]","[3.034184879224012, 1.636932593640503, -0.9915650267564422]","[2.4811699248699304, 2.234032220690437, 0.29636557102631716]","[1.7196743679113238, 1.2686803146557766, 1.0171704463053777]","[0.4369556366571369, 0.8602381269816983, 0.6361976220093973]","[-0.20254720032746173, -0.13881628219061556, 1.3775963545369487]","[-1.4842784326026468, -0.5698363411570561, 1.0234952294463988]","[-2.1354917225636756, -0.0034328565727334407, -0.07710052213299412]","[-3.5076563281021187, -0.4567953241129777, -0.4460341504190645]","[-4.56055857519584, 0.5231098378690409, 0.055154764379119425]","[-4.832288634913969, 0.2908288821325286, 1.857408615323071]","[-6.513832210355872, -0.21694624744468388, 1.5388468630053065]","[-7.283393757343915, -0.6042699285996286, 2.4554633733588593]","[-6.934511106581142, -0.1671514048485228, 0.19086151646564709]","[-5.862684683332276, 0.2608425258254801, -0.6284567101540738]","[-6.012525641043446, 0.42082585226165387, -1.868128807017184]","[-1.5031358519626536, 0.9988162685813633, -0.8206017565887704]","[-0.22169193875538531, 1.4293848775692697, -0.46622002740452867]","[5.3770023351765435, 0.8930026074059069, -0.5211419029150864]","[6.290601272886462, -0.11960896519804112, -0.22356446240136835]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01136,"[8.986413468054744, 2.2263343560961397, -1.1773919059848106]","[7.755436728358492, 1.5403976124016765, -0.9935969989692905]","[7.612280115495663, 0.4643548259405871, -0.1107860858681324]","[8.69683713261825, -0.0007491250068894538, 0.652057901061608]","[8.536661648190647, -1.0764286973473913, 1.5282677228627048]","[7.292465961711565, -1.697159987920738, 1.649990710498404]","[6.209001116602231, -1.241644176535292, 0.8957865895209364]","[6.36029989693463, -0.15911544289593765, 0.012737885685329358]","[5.2849330627496025, 0.3092558846638063, -0.7532643867894241]","[3.9683327180382633, -0.22355220798304606, -0.6603027634931029]","[3.2733016066321983, 0.3131899925053062, 0.5795167918758972]","[1.9342652972890675, -0.2416260418188863, 0.6712080654420692]","[1.0209667595929972, 0.7581025371141513, 0.14247232665247647]","[-0.4020572259008189, 0.2370586540658416, 0.1958281388060658]","[-0.8122992451028275, 0.12747894445270838, 1.5255038690726297]","[-1.3132129855602983, 1.1961760499048115, -0.55102654491269]","[-2.6138762802704605, 0.6362826216775329, -0.6911062182948722]","[-3.6471441594792746, 0.8726394117950306, 0.22223852465085953]","[-3.5064117186720742, 1.7673507910575643, 1.304408295560111]","[-4.572561504496465, 1.983335123276678, 2.203083382000163]","[-5.79763153828283, 1.3127195796874895, 2.037959774622317]","[-5.920892857158807, 0.4345195719544237, 0.9634068917601697]","[-4.87589121530397, 0.22496434589736916, 0.0851014048387435]","[-5.338507820081528, -0.6840791978426389, -0.831238036014052]","[-4.735507252695385, -1.2703897341071442, -1.9417475967147286]","[-5.502468299094422, -2.183609377488904, -2.6864045029664045]","[-6.829833366497868, -2.4836246762069667, -2.309733324499022]","[-7.411136887221144, -1.875091832991349, -1.1821649505071274]","[-6.634804134329649, -0.9730273324856423, -0.45757487685517095]","[-7.0169590221194795, -0.29406247185979034, 0.6483446043315942]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01137,"[-1.4884567441767453, -3.4905708755881193, 0.5019376249683482]","[-1.4224480016714487, -2.341361740054513, 1.4945099832579403]","[-0.00456038527576148, -2.2172443197737493, 2.0506740839381474]","[0.857589562062595, -1.6209448639236663, 1.08479178011787]","[0.4309136768136481, -0.532633834722784, 0.3183753998398141]","[-0.9479806498933915, -0.2614451195210164, 0.23557652845102486]","[-1.8482685756868231, -1.0918065864880626, 0.8518535090194733]","[-3.181412665904835, -0.822949148491954, 0.8120748664221825]","[-3.6818801102772527, 0.2987819126100317, 0.14126839347442247]","[-5.144639402146696, 0.5302574124705371, 0.15131107600869156]","[-5.982756678585245, -0.35404696576788663, 0.821221362331582]","[-5.651417903949638, 1.521204311161825, -0.4383797535351695]","[-2.7747288883943986, 1.146987412269682, -0.5275525409158832]","[-3.1881464905599266, 2.1568889884515765, -1.16209941155091]","[-1.4004722980007898, 0.8623990447249944, -0.4866988228773614]","[-0.47342670935354936, 1.6698699619311297, -1.155969677425656]","[0.8900325739943207, 1.3756122039968093, -1.111560194896411]","[1.7569816483380438, 2.192307601230319, -1.7600788303053316]","[1.359259582289456, 0.2755365978685123, -0.37038056314219947]","[2.7700511891463395, 0.0028280574498719276, -0.31089461424948234]","[3.546045997736668, -0.09150097804090841, -1.5459916454326574]","[4.928075986080788, 0.519133933513977, -1.3271595860996757]","[5.5703396473084865, -0.10373555959170255, -0.1715931351053362]","[6.869101993664978, 0.5268805164999314, -0.025721036350373334]","[4.800731565473877, 0.23859777795506276, 1.0226497925650606]","[3.411472080979045, -0.38904574016209004, 0.9433761906634066]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01138,"[0.837341591206358, 1.9988988404521342, 0.620496146414174]","[0.3397928149976397, 0.949687888998972, 0.13106810626291024]","[1.1402016982114174, -0.11785944110409004, -0.5441360027327856]","[1.7835555450070657, 0.4427759095313213, -1.8056975436778604]","[2.784772004534656, -0.5441600479180284, -2.386775938144476]","[4.458692233053098, -0.26468411644935846, -1.7575937732636577]","[4.74775453978172, 1.2039594058375498, -2.0422041193670504]","[4.37808330359858, -0.38006866443092147, 0.015027985601434547]","[4.718054859528748, -1.582718396221041, 0.6424897195803327]","[4.657734390586031, -1.6886987634750616, 2.035375495846653]","[4.26011948202603, -0.5903580607218596, 2.8037989552407145]","[3.9253510371652482, 0.6150053260236704, 2.1797836127623693]","[3.986132127614796, 0.7208894395881418, 0.7872979820345631]","[0.03299554981865324, -1.0637543878960585, -0.8939795766857564]","[0.2129111586550423, -2.1924376818613664, -1.4246277306349209]","[-1.2474430098620168, -0.5764147148859551, -0.49211871861747125]","[-1.0582929294323598, 0.660443804649226, 0.14068404160063883]","[-2.090771927481411, 1.6384446828413253, 0.3591322902627615]","[-1.9495343436202588, 2.603713153691187, 1.3668896278341176]","[-2.94595835364213, 3.5619694721806656, 1.5737937189250037]","[-4.090063178369507, 3.564801566395196, 0.7716299605235262]","[-4.236786454041186, 2.611042002834143, -0.23884455663479084]","[-3.2400367550172526, 1.6534040776411825, -0.44565907781055086]","[-2.424737044316349, -1.3933373218934766, -0.36333509841181355]","[-2.737265928082646, -2.3433351211449267, -1.3466922078087875]","[-3.874539443798381, -3.146005521486867, -1.2190919380045566]","[-4.706246313212303, -3.007405544726379, -0.10483561970544827]","[-4.399629447407868, -2.067922646292909, 0.8829194449953293]","[-3.2621872075011544, -1.2658751401557478, 0.7552048136149869]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01139,"[-0.808906789402819, 2.0706203831786545, -0.9782906912621978]","[-1.9764836298202713, 0.8958663874391004, -1.8044415978311028]","[-1.7444842595528156, -0.531820984121795, -0.6741822248880796]","[-1.9526876213635114, -0.1656296385542155, 0.7711810078046608]","[-2.88153351889863, -1.0167782821019093, 1.5787468082249907]","[-4.215801793735357, -0.8952039275109929, 1.0954729733521964]","[-5.009963295957697, 0.22755087590352502, 1.3490045085730848]","[-6.363536356991872, 0.32063054293395504, 0.7394537435917763]","[-4.597545216796359, 1.1571833073347317, 2.094547807118234]","[-1.2446874061391207, 0.8539972894485417, 1.2914949154298034]","[-0.5072756694090298, 1.6503540097082061, 0.36881280655659054]","[0.9286797239533707, 1.7841144892067788, 0.048046016097287404]","[2.0007096189469764, 1.649655986847452, 0.6940346834447408]","[0.5787018998777362, 2.064123276045796, -1.3862225729540294]","[0.9072746442559652, 0.9024677980858025, -2.2066721616839486]","[2.2447243171769675, 0.5552688293071679, -2.5687188112123445]","[3.2106168336749863, 1.2919061131883693, -2.2335176210252805]","[2.5067432130400418, -0.6856017177937537, -3.3537171361851055]","[1.6299905235068364, -2.1238029904367015, -2.644411395191556]","[2.6797230039423, -2.2276556106587124, -1.1966556766939431]","[3.8684010939542812, -2.959373206688116, -1.242580323423462]","[4.668666826924439, -3.0318568519789215, -0.09916116639316884]","[4.287028104434653, -2.395934836136279, 1.0423701962358023]","[3.130287625631202, -1.6833950642846347, 1.1083586340706413]","[2.3029930913163708, -1.587097310120248, -0.013196637768229783]","[-1.2110062423677708, 1.2099686625886361, 2.729113099252274]","[-1.829115541123036, 0.4215671516806477, 3.6932871026837173]","[-0.6015131790809763, 2.248875317470724, 3.09467763091568]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01140,"[-2.027490988461468, -0.7289078701817139, -1.908127651341843]","[-2.138811019009546, -2.264481295157022, -0.9231938924906241]","[-3.879639898892071, -1.9016159075449919, -0.47615982669229173]","[-4.039877942459165, -0.6258030829506455, 0.31710858642063217]","[-5.036908528336971, -0.6648060179913857, 1.4272662989347138]","[-3.358358376337947, 0.49571686698528133, -0.020530001107025724]","[-2.379846941987181, 0.3801312899675185, -1.0570450976697412]","[-1.1108925784603194, 1.0399235654498582, -1.4455050267411929]","[-0.5578651589848452, 2.1411657529282775, -1.1893170824693375]","[-0.7225812765951269, -0.18575919875317123, -2.217282825724428]","[0.4111271809732808, -0.8950835915320959, -1.6046510901049034]","[0.7556259951098606, -0.9869242373712703, -0.2133149634910552]","[0.04337337392557819, -0.4396652625270478, 0.6721736637821596]","[1.9925509159703962, -1.7299294455756191, 0.1763752151934259]","[1.7090961689502904, -2.675224525599318, 1.2452291323387068]","[3.093302903387702, -0.7940422474914237, 0.5689099210619681]","[3.0343024347001637, -0.062125685369647556, 1.765220095706408]","[4.066575993187209, 0.8184162607733543, 2.101464562951441]","[5.159333933913724, 0.9740668300090695, 1.243781569261258]","[6.184568402629581, 1.8479216607992304, 1.5779483016105718]","[5.219389893018293, 0.2506265153898844, 0.049079735872768]","[4.187358770122717, -0.6303171976871897, -0.2880812007657823]","[-3.5114548112475448, 1.7980651746056904, 0.6760826638549131]","[-2.979911341469241, 2.948617396206979, 0.10852643941950037]","[-4.112967103644998, 1.8900342526164013, 1.7786617061746728]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01143,"[4.515409937860771, 1.178136446068456, 2.040291464426638]","[3.938979425380048, 1.1970151655442058, 0.7070141905080117]","[3.497821513284682, -0.202537877311804, 0.3102572941112181]","[2.266470612599888, -0.6329438021164272, 1.095550394568426]","[1.0983316319101262, 0.11834073849463453, 0.6593349271671418]","[0.4046946455208344, -0.6860800832446664, -0.3357446569491666]","[-0.7125002368019416, -1.4859020557421663, 0.31598069172956444]","[-2.071821077349958, -0.3895857611987769, 0.8261834225593491]","[-3.070213044370554, -0.568663377636411, -1.0313032666521695]","[-2.106578709808814, 0.07359823076938006, -2.2637668210050133]","[-3.385109045344857, -2.19885632282747, -1.3529923806448954]","[-4.375485652880427, 0.19050333357820118, -0.9708052598190727]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01145,"[-7.745016747312828, -1.4754531486246223, 1.4611878881395524]","[-6.730863730679915, -0.5144573527797277, 0.4904431292247412]","[-7.663508275396563, -0.02306609765115004, -0.607885703449453]","[-5.6971992024510465, -1.7278866490384102, -0.3517507603219457]","[-4.786593025848357, -1.0590317352738576, -1.2708140296433388]","[-3.616045855203618, -0.3520849063502791, -0.8502035165655536]","[-3.236471415104675, -0.3090757810176768, 0.5000373173442515]","[-2.0867085766440883, 0.3853416100260162, 0.8857026524424215]","[-1.3096527492648624, 1.0422809857073891, -0.074027049128185]","[-1.6818262459624662, 0.9943989076684066, -1.421670112484412]","[-2.831993289992058, 0.2999210441558042, -1.8074173148902095]","[0.14390440527250087, 1.897265330052249, 0.4074779896425569]","[-0.03569449622370563, 2.4671285655592397, 1.7871244235457526]","[0.4050138435754645, 3.0331893406053494, -0.5422201787540283]","[1.5037091689726552, 0.7898390909985875, 0.3943457920418019]","[2.2405490248648197, 0.5987020620142574, -0.779114103658421]","[3.3145644353687644, -0.2952340163304675, -0.793779789360847]","[3.658569043425453, -1.0048867985175014, 0.3668245746747417]","[4.749372492346779, -1.9297627071793955, 0.3753982962051536]","[5.638325248151146, -2.131705674434152, -0.760736480600618]","[7.044679166668605, -1.0014901735710473, -0.6741013082281846]","[6.342623891442849, 0.5420871558458656, -0.5294463923701613]","[7.628218496082577, -1.25483253056513, 0.7093202878311354]","[2.913248830150534, -0.8178133557573262, 1.5353510824136747]","[1.8387955637613669, 0.07621347504427516, 1.5499533059493817]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
